date,all_eligible,oversold_all,top10_oversold,held_conflicts,pending_conflicts,available_slots,queueable_candidates,queued,executed_next,executed_ever,year,taxonomy,ranking_actionable
2021-02-18,3816,7,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-02-19,3817,4,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-02-22,3817,36,2,0,0,0,2,0,0,0,2021,FULL_BLOCK,False
2021-02-23,3819,36,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-02-24,3821,66,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-02-25,3822,65,3,1,0,1,2,1,1,1,2021,SOFT_CONTENTION,True
2021-02-26,3822,70,3,2,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-03-01,3821,14,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-03-02,3821,15,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-03-03,3821,4,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-03-04,3824,35,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-03-05,3828,19,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-03-08,3829,119,2,0,0,0,2,0,0,0,2021,FULL_BLOCK,False
2021-03-09,3832,277,2,0,0,0,2,0,0,0,2021,FULL_BLOCK,False
2021-03-10,3834,218,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-03-11,3833,34,1,1,0,0,0,0,0,0,2021,HELD_CONFLICT_ONLY,False
2021-03-12,3835,57,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-03-15,3840,124,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-03-16,3842,43,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-03-17,3845,8,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-03-18,3847,23,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-03-19,3848,34,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-03-22,3858,15,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-03-23,3861,48,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-03-24,3864,152,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-03-25,3867,119,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-03-26,3871,19,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-03-29,3875,31,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-03-30,3879,139,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-03-31,3878,51,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-04-01,3885,49,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-04-02,3889,30,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-04-06,3892,11,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-04-07,3889,14,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-04-08,3893,30,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-04-09,3897,56,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-04-12,3898,269,2,0,0,1,2,1,1,1,2021,SOFT_CONTENTION,True
2021-04-13,3900,388,1,1,0,0,0,0,0,0,2021,HELD_CONFLICT_ONLY,False
2021-04-14,3902,115,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-04-15,3902,154,3,0,0,1,3,1,1,1,2021,SOFT_CONTENTION,True
2021-04-16,3907,50,2,0,0,0,2,0,0,0,2021,FULL_BLOCK,False
2021-04-19,3909,19,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-04-20,3910,21,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-04-21,3914,33,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-04-22,3916,40,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-04-23,3913,142,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-04-26,3914,223,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-04-27,3904,433,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-04-28,3905,357,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-04-29,3895,280,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-04-30,3875,532,1,0,0,1,1,1,1,1,2021,NO_CONTENTION,False
2021-05-06,3876,321,3,1,0,0,2,0,0,0,2021,FULL_BLOCK,False
2021-05-07,3878,305,2,1,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-05-10,3882,332,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-05-11,3886,140,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-05-12,3890,63,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-05-13,3897,83,1,0,0,1,1,1,1,1,2021,NO_CONTENTION,False
2021-05-14,3901,15,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-05-17,3909,36,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-05-18,3913,48,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-05-19,3919,65,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-05-20,3925,91,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-05-21,3925,41,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-05-24,3925,31,2,0,0,1,2,1,1,1,2021,SOFT_CONTENTION,True
2021-05-25,3930,20,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-05-26,3936,9,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-05-27,3940,8,1,1,0,0,0,0,0,0,2021,HELD_CONFLICT_ONLY,False
2021-05-28,3942,22,1,1,0,0,0,0,0,0,2021,HELD_CONFLICT_ONLY,False
2021-05-31,3945,22,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-06-01,3946,15,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-06-02,3948,52,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-06-03,3951,51,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-06-04,3954,79,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-06-07,3955,73,1,0,0,1,1,1,1,1,2021,NO_CONTENTION,False
2021-06-08,3957,84,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-06-09,3959,68,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-06-10,3961,69,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-06-11,3964,159,1,0,0,1,1,1,1,1,2021,NO_CONTENTION,False
2021-06-15,3962,466,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-06-16,3961,567,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-06-17,3966,356,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-06-18,3965,160,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-06-21,3966,109,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-06-22,3973,38,2,0,0,0,2,0,0,0,2021,FULL_BLOCK,False
2021-06-23,3975,26,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-06-24,3977,57,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-06-25,3984,33,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-06-28,3989,31,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-06-29,3994,119,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-06-30,3995,77,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-07-01,3998,218,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-07-02,3998,334,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-07-05,4002,147,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-07-06,4005,110,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-07-07,4006,47,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-07-08,4011,197,2,0,0,1,2,1,1,1,2021,SOFT_CONTENTION,True
2021-07-09,4016,132,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-07-12,4018,54,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-07-13,4017,40,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-07-14,4020,99,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-07-15,4019,255,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-07-16,4024,233,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-07-19,4027,328,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-07-20,4033,194,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-07-21,4034,76,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-07-22,4034,53,1,0,0,1,1,1,1,1,2021,NO_CONTENTION,False
2021-07-23,4035,303,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-07-26,4038,834,2,1,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-07-27,4042,1052,3,1,0,0,2,0,0,0,2021,FULL_BLOCK,False
2021-07-28,4046,1531,1,1,0,0,0,0,0,0,2021,HELD_CONFLICT_ONLY,False
2021-07-29,4049,575,1,1,0,0,0,0,0,0,2021,HELD_CONFLICT_ONLY,False
2021-07-30,4052,265,2,1,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-08-02,4053,36,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-08-03,4055,23,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-08-04,4061,10,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-08-05,4064,29,0,0,0,2,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-08-06,4069,20,0,0,0,2,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-08-09,4071,5,0,0,0,2,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-08-10,4076,4,0,0,0,2,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-08-11,4076,5,0,0,0,2,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-08-12,4078,4,0,0,0,2,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-08-13,4082,16,0,0,0,2,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-08-16,4082,17,2,0,0,2,2,2,2,2,2021,NO_CONTENTION,False
2021-08-17,4083,114,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-08-18,4085,77,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-08-19,4088,68,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-08-20,4090,215,3,1,0,0,2,0,0,0,2021,FULL_BLOCK,False
2021-08-23,4092,60,1,1,0,0,0,0,0,0,2021,HELD_CONFLICT_ONLY,False
2021-08-24,4092,30,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-08-25,4093,26,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-08-26,4097,95,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-08-27,4098,176,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-08-30,4098,249,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-08-31,4100,250,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-09-01,4101,152,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-09-02,4101,103,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-09-03,4102,69,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-09-06,4103,7,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-09-07,4107,3,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-09-08,4110,7,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-09-09,4114,12,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-09-10,4118,17,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-09-13,4121,39,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-09-14,4124,55,0,0,0,2,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-09-15,4125,61,0,0,0,2,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-09-16,4123,185,1,1,0,2,0,0,0,0,2021,HELD_CONFLICT_ONLY,False
2021-09-17,4125,229,0,0,0,2,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-09-22,4125,206,2,1,0,2,1,1,1,1,2021,NO_CONTENTION,False
2021-09-23,4126,44,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-09-24,4129,242,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-09-27,4129,892,1,1,0,2,0,0,0,0,2021,HELD_CONFLICT_ONLY,False
2021-09-28,4132,527,1,0,0,2,1,1,1,1,2021,NO_CONTENTION,False
2021-09-29,4134,1242,3,1,0,1,2,1,1,1,2021,SOFT_CONTENTION,True
2021-09-30,4137,137,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-10-08,4142,21,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-10-11,4144,34,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-10-12,4149,159,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-10-13,4150,110,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-10-14,4152,59,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-10-15,4152,121,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-10-18,4157,92,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-10-19,4158,54,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-10-20,4158,77,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-10-21,4162,104,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-10-22,4162,130,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-10-25,4163,159,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-10-26,4166,200,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-10-27,4170,790,1,0,0,1,1,1,1,1,2021,NO_CONTENTION,False
2021-10-28,4175,1180,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-10-29,4178,357,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-11-01,4180,138,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-11-02,4184,346,2,0,0,0,2,0,0,0,2021,FULL_BLOCK,False
2021-11-03,4185,89,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-11-04,4187,37,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-11-05,4190,122,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-11-08,4195,47,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-11-09,4194,13,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-11-10,4193,13,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-11-11,4191,7,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-11-12,4195,4,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-11-15,4199,10,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-11-16,4202,32,2,0,0,1,2,1,1,1,2021,SOFT_CONTENTION,True
2021-11-17,4206,6,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-11-18,4209,9,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-11-19,4212,6,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-11-22,4213,7,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-11-23,4215,11,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-11-24,4215,10,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-11-25,4219,13,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-11-26,4217,33,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-11-29,4218,112,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-11-30,4219,58,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-12-01,4220,21,2,0,0,1,2,1,1,1,2021,SOFT_CONTENTION,True
2021-12-02,4223,62,1,1,0,0,0,0,0,0,2021,HELD_CONFLICT_ONLY,False
2021-12-03,4225,43,1,1,0,0,0,0,0,0,2021,HELD_CONFLICT_ONLY,False
2021-12-06,4226,185,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-12-07,4225,313,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-12-08,4228,63,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-12-09,4230,27,0,0,0,2,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-12-10,4232,21,0,0,0,2,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-12-13,4236,16,0,0,0,2,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-12-14,4237,32,0,0,0,2,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-12-15,4237,37,0,0,0,2,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-12-16,4241,17,1,0,0,2,1,1,1,1,2021,NO_CONTENTION,False
2021-12-17,4243,81,0,0,0,1,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-12-20,4247,268,5,1,0,1,4,1,1,1,2021,SOFT_CONTENTION,True
2021-12-21,4249,74,3,1,0,0,2,0,0,0,2021,FULL_BLOCK,False
2021-12-22,4251,25,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-12-23,4256,51,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-12-24,4258,301,3,1,0,0,2,0,0,0,2021,FULL_BLOCK,False
2021-12-27,4259,152,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-12-28,4260,36,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-12-29,4263,48,1,0,0,0,1,0,0,0,2021,FULL_BLOCK,False
2021-12-30,4266,28,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2021-12-31,4265,13,0,0,0,0,0,0,0,0,2021,NO_OVERSOLD_IN_TOP10,False
2022-01-04,4265,43,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-01-05,4265,181,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-01-06,4266,103,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-01-07,4268,231,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-01-10,4269,135,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-01-11,4272,197,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-01-12,4275,27,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-01-13,4279,119,2,0,0,0,2,0,0,0,2022,FULL_BLOCK,False
2022-01-14,4280,206,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-01-17,4278,79,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-01-18,4282,142,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-01-19,4284,120,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-01-20,4289,657,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-01-21,4291,789,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-01-24,4293,700,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-01-25,4293,2050,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-01-26,4294,998,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-01-27,4298,1814,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-01-28,4300,372,3,2,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-02-07,4301,142,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-02-08,4300,104,2,0,0,0,2,0,0,0,2022,FULL_BLOCK,False
2022-02-09,4300,38,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-02-10,4304,76,3,2,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-02-11,4306,150,3,2,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-02-14,4311,107,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-02-15,4313,24,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-02-16,4315,11,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-02-17,4317,9,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-02-18,4321,2,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-02-21,4321,9,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-02-22,4323,38,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-02-23,4323,7,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-02-24,4325,116,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-02-25,4325,43,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-02-28,4327,88,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-03-01,4329,26,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-03-02,4329,37,0,0,0,1,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-03-03,4332,99,2,0,0,1,2,1,1,1,2022,SOFT_CONTENTION,True
2022-03-04,4333,218,2,1,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-03-07,4334,760,5,3,0,0,2,0,0,0,2022,FULL_BLOCK,False
2022-03-08,4335,1789,4,3,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-03-09,4336,2095,2,1,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-03-10,4337,650,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-03-11,4339,91,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-03-14,4345,847,3,0,0,0,3,0,0,0,2022,FULL_BLOCK,False
2022-03-15,4345,2715,4,0,0,0,4,0,0,0,2022,FULL_BLOCK,False
2022-03-16,4346,394,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-03-17,4350,20,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-03-18,4352,6,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-03-21,4354,1,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-03-22,4357,7,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-03-23,4358,3,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-03-24,4361,16,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-03-25,4363,29,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-03-28,4368,38,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-03-29,4369,80,2,0,0,0,2,0,0,0,2022,FULL_BLOCK,False
2022-03-30,4373,14,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-03-31,4371,37,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-04-01,4375,44,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-04-06,4374,78,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-04-07,4374,287,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-04-08,4375,448,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-04-11,4377,1479,2,1,0,0,1,0,0,0,2022,FULL_BLOCK,False
2022-04-12,4382,300,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-04-13,4384,705,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-04-14,4388,184,2,0,0,0,2,0,0,0,2022,FULL_BLOCK,False
2022-04-15,4388,614,0,0,0,0,0,0,0,0,2022,NO_OVERSOLD_IN_TOP10,False
2022-04-18,4388,246,1,0,0,0,1,0,0,0,2022,FULL_BLOCK,False
