hypothesis_id,regime_dimension,regime_bin,oversold_bin,forward_horizon,n_stock_events,n_event_days,n_non_tradable_t1,status,mean_raw_return,benchmark,mean_regime_excess,median_regime_excess,stock_event_win_rate,daily_raw_positive_rate,daily_excess_positive_rate,hac_effect,hac_se,hac_t,raw_p,boot_ci_lo,boot_ci_hi,boot_p,positive_boot_support,negative_boot_support,nullA_p,nullC_p,nullB_p,nullB_note,nw_lag,bh_q
P0089,LIQUIDITY,NORMAL,B1,5D,180958,585,77,VALID_SAMPLE,-0.0036169787261582566,-0.0005549212477501823,-0.0030620574784080744,-0.002233300721767054,0.4781993611777319,0.4666666666666667,0.47863247863247865,-0.015676871738047,0.0056969413565338195,-2.7518050049904765,0.00607483539093145,-0.005838145725579132,-0.0009849126758594195,0.998,False,True,0.0,0.0052,1.0,STRUCTURAL_INVARIANT,6.0,0.05812820757369419
P0090,LIQUIDITY,NORMAL,B1,10D,180853,585,77,VALID_SAMPLE,-0.0050299191568842294,-0.001027659277095657,-0.004002259879788573,-0.0010852694084329917,0.4663566542993481,0.48376068376068376,0.49401709401709404,-0.020490443187368278,0.008747974875321668,-2.3423070458481208,0.0194345948149892,-0.008637685464942778,-2.6393623521805364e-05,0.9755,False,True,0.0034,0.0254,0.65,STRUCTURAL_INVARIANT,6.0,0.1166075688899352
P0091,LIQUIDITY,NORMAL,B2,5D,74034,576,42,VALID_SAMPLE,-0.006054399173859133,-0.002610906515525874,-0.0034434926583332593,-0.0022804996870558546,0.5153172866520788,0.4201388888888889,0.4635416666666667,-0.017921242813077505,0.006514640564293763,-2.750918126059393,0.006094069584427399,-0.006653117009806861,-0.0009701153378383859,0.9965,False,True,0.0,0.0052,1.0,STRUCTURAL_INVARIANT,6.0,0.05812820757369419
P0092,LIQUIDITY,NORMAL,B2,10D,74011,576,42,VALID_SAMPLE,-0.008653775391414957,-0.004230534650693526,-0.0044232407407214305,-0.0020179502542193688,0.5099106889516424,0.4600694444444444,0.4861111111111111,-0.023020223709010117,0.009261993102414271,-2.4854503187882493,0.013167535622660305,-0.009271175101660726,-0.0002699168467887513,0.9815,False,True,0.0094,0.0196,1.0,STRUCTURAL_INVARIANT,6.0,0.08778357081773537
P0093,LIQUIDITY,NORMAL,B3,5D,22392,524,27,VALID_SAMPLE,-0.010366215287807897,-0.006917841206622212,-0.0034483740811856855,-0.000991984894920488,0.5512236513040372,0.4389312977099237,0.48854961832061067,-0.018381828779874165,0.006684699226290882,-2.749836328847608,0.006130132713706103,-0.006554709390657065,-0.0005805544769212659,0.9905,False,True,0.0036,0.0088,1.0,STRUCTURAL_INVARIANT,6.0,0.05812820757369419
P0094,LIQUIDITY,NORMAL,B3,10D,22399,524,27,VALID_SAMPLE,-0.014552277140407858,-0.00878817028122094,-0.0057641068591869175,-0.0029279877497372132,0.5647573552390732,0.4122137404580153,0.4713740458015267,-0.030726024166740258,0.009126963156366866,-3.3665112524647514,0.0008066120617721245,-0.010096995146056728,-0.0019101685255624873,0.999,False,True,0.0024,0.007,0.95,STRUCTURAL_INVARIANT,6.0,0.03997435894180264
P0095,LIQUIDITY,NORMAL,B4,5D,4969,360,11,VALID_SAMPLE,-0.019496773053953618,-0.01397222191056839,-0.005524551143385228,0.0039971934345872494,0.5649023948480579,0.41944444444444445,0.5361111111111111,-0.02865057918546296,0.00910285049482291,-3.14742939058018,0.001758064115245272,-0.009193295553925545,-0.0021298376045786557,1.0,False,True,0.0154,0.0126,1.0,STRUCTURAL_INVARIANT,5.0,0.03997435894180264
P0096,LIQUIDITY,NORMAL,B4,10D,4973,360,11,VALID_SAMPLE,-0.023274015019723236,-0.016064238645175817,-0.0072097763745474185,0.0032109212255960508,0.5952141564448019,0.44722222222222224,0.5305555555555556,-0.03739023561683897,0.012026905739463897,-3.108882403073166,0.001998717947090132,-0.012182679763903038,-0.0031004628185515395,1.0,False,True,0.0134,0.0294,0.85,STRUCTURAL_INVARIANT,5.0,0.03997435894180264
P0097,LIQUIDITY,HIGH,B1,5D,18079,72,8,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0098,LIQUIDITY,HIGH,B1,10D,18079,72,8,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0099,LIQUIDITY,HIGH,B2,5D,9057,67,2,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0100,LIQUIDITY,HIGH,B2,10D,9057,67,2,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0101,LIQUIDITY,HIGH,B3,5D,3481,55,2,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0102,LIQUIDITY,HIGH,B3,10D,3479,55,2,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0103,LIQUIDITY,HIGH,B4,5D,988,40,0,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0104,LIQUIDITY,HIGH,B4,10D,987,40,0,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
