path,file_type,phase,category,status,canonical,superseded_by,evidence_level,recommended_destination,notes
figures/t2_discovery_timeseries_top_features.png,file,marketstate,figure,ACCEPTED,FALSE,,supporting,figures/t2_discovery_timeseries_top_features.png,figure for phase marketstate
figures/t2_feature_quintiles_top.png,file,marketstate,figure,ACCEPTED,FALSE,,supporting,figures/t2_feature_quintiles_top.png,figure for phase marketstate
figures/t2_feature_redundancy.png,file,marketstate,figure,ACCEPTED,FALSE,,supporting,figures/t2_feature_redundancy.png,figure for phase marketstate
figures/t2_q1_q5_spread.png,file,marketstate,figure,ACCEPTED,FALSE,,supporting,figures/t2_q1_q5_spread.png,figure for phase marketstate
figures/t2_y20_ic.png,file,marketstate,figure,ACCEPTED,FALSE,,supporting,figures/t2_y20_ic.png,figure for phase marketstate
figures/t2r_bootstrap.png,file,marketstate,figure,ACCEPTED,FALSE,,supporting,figures/t2r_bootstrap.png,figure for phase marketstate
figures/t2r_family_redundancy.png,file,marketstate,figure,ACCEPTED,FALSE,,supporting,figures/t2r_family_redundancy.png,figure for phase marketstate
figures/t2r_fixed_quintiles.png,file,marketstate,figure,ACCEPTED,FALSE,,supporting,figures/t2r_fixed_quintiles.png,figure for phase marketstate
figures/t2r_nonoverlap.png,file,marketstate,figure,ACCEPTED,FALSE,,supporting,figures/t2r_nonoverlap.png,figure for phase marketstate
figures/t2r_validation_ic.png,file,marketstate,figure,ACCEPTED,FALSE,,supporting,figures/t2r_validation_ic.png,figure for phase marketstate
figures/t3_accepted_vs_rejected.png,file,gateT3,figure,ACCEPTED,FALSE,,supporting,figures/t3_accepted_vs_rejected.png,figure for phase gateT3
figures/t3_blocked_opportunities.png,file,gateT3,figure,ACCEPTED,FALSE,,supporting,figures/t3_blocked_opportunities.png,figure for phase gateT3
figures/t3_portfolio_equity.png,file,gateT3,figure,ACCEPTED,FALSE,,supporting,figures/t3_portfolio_equity.png,figure for phase gateT3
figures/t3_yearly_returns.png,file,gateT3,figure,ACCEPTED,FALSE,,supporting,figures/t3_yearly_returns.png,figure for phase gateT3
figures/temporal_acf.png,file,temporal,figure,ACCEPTED,FALSE,,supporting,figures/temporal_acf.png,figure for phase temporal
figures/temporal_block_variance.png,file,temporal,figure,ACCEPTED,FALSE,,supporting,figures/temporal_block_variance.png,figure for phase temporal
figures/temporal_change_points.png,file,temporal,figure,ACCEPTED,FALSE,,supporting,figures/temporal_change_points.png,figure for phase temporal
figures/temporal_quality_drawdowns.png,file,temporal,figure,ACCEPTED,FALSE,,supporting,figures/temporal_quality_drawdowns.png,figure for phase temporal
figures/temporal_runs.png,file,temporal,figure,ACCEPTED,FALSE,,supporting,figures/temporal_runs.png,figure for phase temporal
figures/trade_path_quantile_band.png,file,governance,figure,ACCEPTED,FALSE,,supporting,figures/trade_path_quantile_band.png,figure for phase governance
figures/turnover_rank_vs_mae.png,file,fullmarket,figure,ACCEPTED,FALSE,,supporting,figures/turnover_rank_vs_mae.png,figure for phase fullmarket
figures/turnover_rank_vs_return.png,file,fullmarket,figure,ACCEPTED,FALSE,,supporting,figures/turnover_rank_vs_return.png,figure for phase fullmarket
figures/underwater_duration_distribution.png,file,fullmarket,figure,ACCEPTED,FALSE,,supporting,figures/underwater_duration_distribution.png,figure for phase fullmarket
figures/yearly_quality_primary_secondary.png,file,fullmarket,figure,ACCEPTED,FALSE,,supporting,figures/yearly_quality_primary_secondary.png,figure for phase fullmarket
research/trade_path/full_market_scan.py,file,fullmarket,script,ACCEPTED,FALSE,,secondary,research/trade_path/full_market_scan.py,full-market eligible scan
research/trade_path/full_market_trade_path_audit.py,file,fullmarket,script,ACCEPTED,FALSE,,primary,research/trade_path/full_market_trade_path_audit.py,full-market trade-path audit
research/trade_path/full_market_v8.py,file,fullmarket,script,ACCEPTED,FALSE,,secondary,research/trade_path/full_market_v8.py,full-market scan v8 (secondary universe build)
archive/superseded/independent_trade_replay.py,file,independent,script,SUPERSEDED,FALSE,independent_trade_replay_v2.py,secondary,archive/superseded/independent_trade_replay.py,replay V1
research/signal/independent_trade_replay_v2.py,file,independent,script,ACCEPTED,FALSE,,primary,research/signal/independent_trade_replay_v2.py,replay V2 (canonical)
research/signal/independent_trade_stats.py,file,independent,script,ACCEPTED,FALSE,,secondary,research/signal/independent_trade_stats.py,replay stats
archive/invalid/level1_tight_stop.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/level1_tight_stop.py,tight-stop experiment (original)
archive/invalid/live_analyze_r2.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/live_analyze_r2.py,r2 analyzer
archive/invalid/live_backtest.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/live_backtest.py,original live backtest
archive/invalid/live_backtest_r2.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/live_backtest_r2.py,original r2 live backtest
archive/invalid/live_plot.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/live_plot.py,plot helper
research/market_state/market_state_gate_t3.py,file,gateT3,script,CLOSED,FALSE,,primary,research/market_state/market_state_gate_t3.py,T3 gate construction
research/market_state/market_state_phase_t2.py,file,marketstate,script,ACCEPTED,FALSE,,primary,research/market_state/market_state_phase_t2.py,T2 market-state discovery
tools/mechanism_plot.py,file,governance,script,INFRASTRUCTURE,FALSE,,infra,tools/mechanism_plot.py,plot helper
archive/invalid/multi_analyze.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/multi_analyze.py,original analyzer
archive/invalid/multi_backtest.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/multi_backtest.py,original multi backtest
archive/superseded/path_dependence_attribution.py,file,gateT3,script,SUPERSEDED,FALSE,market_state_gate_t3.py,secondary,archive/superseded/path_dependence_attribution.py,early T3 attribution
archive/invalid/pool_analyze.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/pool_analyze.py,original pool analyzer
archive/superseded/regime_discovery.py,file,redteam,script,SUPERSEDED,FALSE,regime_discovery_corrected.py,secondary,archive/superseded/regime_discovery.py,old regime discovery v1
archive/superseded/regime_discovery_corrected.py,file,redteam,script,SUPERSEDED,FALSE,regime_discovery_v3.py,secondary,archive/superseded/regime_discovery_corrected.py,old regime discovery v2
archive/superseded/regime_discovery_v3.py,file,redteam,script,SUPERSEDED,FALSE,market_state_phase_t2.py,secondary,archive/superseded/regime_discovery_v3.py,old regime discovery v3
requirements.txt,file,governance,config,INFRASTRUCTURE,FALSE,,infra,requirements.txt,repo infrastructure file
results/evidence/redteam/adjfactor_vs_dividend.csv,file,redteam,result,SUPERSEDED,FALSE,,secondary,results/evidence/redteam/adjfactor_vs_dividend.csv,adjfactor check output
archive/invalid/results/drawdown_by_level.png,file,original,result,INVALID,FALSE,,invalid,archive/invalid/results/drawdown_by_level.png,original-system output (invalid as performance evidence)
archive/invalid/results/drawdown_postexit_per_trade.csv,file,original,result,INVALID,FALSE,,invalid,archive/invalid/results/drawdown_postexit_per_trade.csv,original-system output (invalid as performance evidence)
archive/invalid/results/drawdown_summary_export.csv,file,original,result,INVALID,FALSE,,invalid,archive/invalid/results/drawdown_summary_export.csv,original-system output (invalid as performance evidence)
archive/invalid/results/equity_curve.csv,file,original,result,INVALID,FALSE,,invalid,archive/invalid/results/equity_curve.csv,original-system output (invalid as performance evidence)
archive/invalid/results/etf_log.csv,file,original,result,INVALID,FALSE,,invalid,archive/invalid/results/etf_log.csv,original-system output (invalid as performance evidence)
results/evidence/fullmarket/fullmarket_crowding_dist.csv,file,fullmarket,result,ACCEPTED,FALSE,,primary,results/evidence/fullmarket/fullmarket_crowding_dist.csv,full-market output
results/evidence/fullmarket/fullmarket_episode_metrics.csv,file,fullmarket,result,ACCEPTED,FALSE,,primary,results/evidence/fullmarket/fullmarket_episode_metrics.csv,full-market output
results/evidence/fullmarket/fullmarket_eventday_stats.csv,file,fullmarket,result,ACCEPTED,FALSE,,primary,results/evidence/fullmarket/fullmarket_eventday_stats.csv,full-market output
results/evidence/fullmarket/fullmarket_exit_quality.csv,file,fullmarket,result,ACCEPTED,FALSE,,primary,results/evidence/fullmarket/fullmarket_exit_quality.csv,full-market output
results/evidence/fullmarket/fullmarket_gate_summary.csv,file,fullmarket,result,ACCEPTED,FALSE,,primary,results/evidence/fullmarket/fullmarket_gate_summary.csv,full-market output
results/evidence/fullmarket/fullmarket_levels.csv,file,fullmarket,result,ACCEPTED,FALSE,,primary,results/evidence/fullmarket/fullmarket_levels.csv,full-market output
results/evidence/fullmarket/fullmarket_mae_thresholds.csv,file,fullmarket,result,ACCEPTED,FALSE,,primary,results/evidence/fullmarket/fullmarket_mae_thresholds.csv,full-market output
results/evidence/fullmarket/fullmarket_primary_secondary_compare.csv,file,fullmarket,result,ACCEPTED,FALSE,,primary,results/evidence/fullmarket/fullmarket_primary_secondary_compare.csv,full-market output
results/evidence/fullmarket/fullmarket_remove_best.csv,file,fullmarket,result,ACCEPTED,FALSE,,primary,results/evidence/fullmarket/fullmarket_remove_best.csv,full-market output
results/evidence/fullmarket/fullmarket_signal_crowding.csv,file,fullmarket,result,ACCEPTED,FALSE,,primary,results/evidence/fullmarket/fullmarket_signal_crowding.csv,full-market output
results/evidence/fullmarket/fullmarket_tail_risk.csv,file,fullmarket,result,ACCEPTED,FALSE,,primary,results/evidence/fullmarket/fullmarket_tail_risk.csv,full-market output
results/evidence/fullmarket/fullmarket_top10_stocks.csv,file,fullmarket,result,ACCEPTED,FALSE,,primary,results/evidence/fullmarket/fullmarket_top10_stocks.csv,full-market output
results/evidence/fullmarket/fullmarket_turnover_rank_buckets.csv,file,fullmarket,result,ACCEPTED,FALSE,,primary,results/evidence/fullmarket/fullmarket_turnover_rank_buckets.csv,full-market output
results/evidence/fullmarket/fullmarket_winner_loser.csv,file,fullmarket,result,ACCEPTED,FALSE,,primary,results/evidence/fullmarket/fullmarket_winner_loser.csv,full-market output
results/evidence/fullmarket/fullmarket_winner_mae_breach.csv,file,fullmarket,result,ACCEPTED,FALSE,,primary,results/evidence/fullmarket/fullmarket_winner_mae_breach.csv,full-market output
results/evidence/fullmarket/fullmarket_worst_episodes.csv,file,fullmarket,result,ACCEPTED,FALSE,,primary,results/evidence/fullmarket/fullmarket_worst_episodes.csv,full-market output
results/evidence/fullmarket/fullmarket_yearly.csv,file,fullmarket,result,ACCEPTED,FALSE,,primary,results/evidence/fullmarket/fullmarket_yearly.csv,full-market output
results/evidence/independent/independent_trade_concentration.csv,file,independent,result,ACCEPTED,FALSE,,primary,results/evidence/independent/independent_trade_concentration.csv,independent replay output
results/evidence/independent/independent_trade_cross_section.csv,file,independent,result,ACCEPTED,FALSE,,primary,results/evidence/independent/independent_trade_cross_section.csv,independent replay output
results/evidence/independent/independent_trade_episodes.csv,file,independent,result,ACCEPTED,FALSE,,primary,results/evidence/independent/independent_trade_episodes.csv,independent replay output
results/evidence/independent/independent_trade_episodes_secondary.csv,file,independent,result,ACCEPTED,FALSE,,primary,results/evidence/independent/independent_trade_episodes_secondary.csv,independent replay output
results/evidence/independent/independent_trade_eventday.csv,file,independent,result,ACCEPTED,FALSE,,primary,results/evidence/independent/independent_trade_eventday.csv,independent replay output
results/evidence/independent/independent_trade_eventday_secondary.csv,file,independent,result,ACCEPTED,FALSE,,primary,results/evidence/independent/independent_trade_eventday_secondary.csv,independent replay output
results/evidence/independent/independent_trade_exit_semantics.csv,file,independent,result,ACCEPTED,FALSE,,primary,results/evidence/independent/independent_trade_exit_semantics.csv,independent replay output
results/evidence/independent/independent_trade_layers.csv,file,independent,result,ACCEPTED,FALSE,,primary,results/evidence/independent/independent_trade_layers.csv,independent replay output
results/evidence/independent/independent_trade_timesplit.csv,file,independent,result,ACCEPTED,FALSE,,primary,results/evidence/independent/independent_trade_timesplit.csv,independent replay output
results/evidence/independent/independent_trade_yearly.csv,file,independent,result,ACCEPTED,FALSE,,primary,results/evidence/independent/independent_trade_yearly.csv,independent replay output
results/evidence/independent/independent_trade_yearly_secondary.csv,file,independent,result,ACCEPTED,FALSE,,primary,results/evidence/independent/independent_trade_yearly_secondary.csv,independent replay output
results/evidence/independent/independent_v2_censored_episodes.csv,file,independent,result,ACCEPTED,FALSE,,primary,results/evidence/independent/independent_v2_censored_episodes.csv,independent replay output
results/evidence/independent/independent_v2_parity_check.csv,file,independent,result,ACCEPTED,FALSE,,primary,results/evidence/independent/independent_v2_parity_check.csv,independent replay output
results/evidence/independent/independent_v2_parity_frozen_trades.csv,file,independent,result,ACCEPTED,FALSE,,primary,results/evidence/independent/independent_v2_parity_frozen_trades.csv,independent replay output
results/evidence/independent/independent_v2_primary_summary.csv,file,independent,result,ACCEPTED,FALSE,,primary,results/evidence/independent/independent_v2_primary_summary.csv,independent replay output
results/evidence/independent/independent_v2_semantics_diff.csv,file,independent,result,ACCEPTED,FALSE,,primary,results/evidence/independent/independent_v2_semantics_diff.csv,independent replay output
results/evidence/independent/independent_v2a_episodes.csv,file,independent,result,ACCEPTED,FALSE,,primary,results/evidence/independent/independent_v2a_episodes.csv,independent replay output
archive/invalid/results/multi_pos_comparison_final_v3.csv,file,original,result,INVALID,FALSE,,invalid,archive/invalid/results/multi_pos_comparison_final_v3.csv,original-system output (invalid as performance evidence)
archive/invalid/results/multi_pos_curve_final_v3.png,file,original,result,INVALID,FALSE,,invalid,archive/invalid/results/multi_pos_curve_final_v3.png,original-system output (invalid as performance evidence)
archive/invalid/results/multi_pos_equity_final_v3.csv,file,original,result,INVALID,FALSE,,invalid,archive/invalid/results/multi_pos_equity_final_v3.csv,original-system output (invalid as performance evidence)
results/evidence/p11/p11_k3_bootstrap.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p11/p11_k3_bootstrap.csv,P1.1 corrected output
results/evidence/p11/p11_master_table.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p11/p11_master_table.csv,P1.1 corrected output
results/evidence/p11/p11_old_new_pass_diff.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p11/p11_old_new_pass_diff.csv,P1.1 corrected output
results/evidence/p11/p11_oracle.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p11/p11_oracle.csv,P1.1 corrected output
results/evidence/p11/p11_pairwise.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p11/p11_pairwise.csv,P1.1 corrected output
results/evidence/p11/p11_passer_redundancy.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p11/p11_passer_redundancy.csv,P1.1 corrected output
results/evidence/p11/p11_primary_direction_sensitivity.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p11/p11_primary_direction_sensitivity.csv,P1.1 corrected output
results/evidence/p11/p11_quintile_metrics.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p11/p11_quintile_metrics.csv,P1.1 corrected output
results/evidence/p11/p11_random_baseline_comparison.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p11/p11_random_baseline_comparison.csv,P1.1 corrected output
results/evidence/p11/p11_random_k3_corrected.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p11/p11_random_k3_corrected.csv,P1.1 corrected output
results/evidence/p11/p11_suspension_gap_audit.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p11/p11_suspension_gap_audit.csv,P1.1 corrected output
results/evidence/p11/p11_suspension_sensitivity.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p11/p11_suspension_sensitivity.csv,P1.1 corrected output
results/evidence/p11/p11_turnover_rank_diagnostic.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p11/p11_turnover_rank_diagnostic.csv,P1.1 corrected output
results/evidence/p1/p1_crowding_sensitivity.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p1/p1_crowding_sensitivity.csv,P1 discovery output
results/evidence/p1/p1_feature_daily_ic.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p1/p1_feature_daily_ic.csv,P1 discovery output
results/evidence/p1/p1_marketstate_sensitivity.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p1/p1_marketstate_sensitivity.csv,P1 discovery output
results/evidence/p1/p1_master_table.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p1/p1_master_table.csv,P1 discovery output
results/evidence/p1/p1_oracle_upper_bound.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p1/p1_oracle_upper_bound.csv,P1 discovery output
results/evidence/p1/p1_pairwise_accuracy.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p1/p1_pairwise_accuracy.csv,P1 discovery output
results/evidence/p1/p1_primary_sensitivity.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p1/p1_primary_sensitivity.csv,P1 discovery output
results/evidence/p1/p1_quintiles_episodeweighted.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p1/p1_quintiles_episodeweighted.csv,P1 discovery output
results/evidence/p1/p1_quintiles_equalday.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p1/p1_quintiles_equalday.csv,P1 discovery output
results/evidence/p1/p1_random_k3.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p1/p1_random_k3.csv,P1 discovery output
results/evidence/p1/p1_redundancy.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p1/p1_redundancy.csv,P1 discovery output
results/evidence/p1/p1_topk_selection.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p1/p1_topk_selection.csv,P1 discovery output
results/evidence/p1/p1_turnover_rank_diagnostic.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p1/p1_turnover_rank_diagnostic.csv,P1 discovery output
results/evidence/p1/p1_yearly.csv,file,ranking,result,ACCEPTED,FALSE,,primary,results/evidence/p1/p1_yearly.csv,P1 discovery output
results/evidence/p2/p2_bh5.csv,file,p2val,result,ACCEPTED,FALSE,,primary,results/evidence/p2/p2_bh5.csv,P2 validation output
results/evidence/p2/p2_daily_ic.csv,file,p2val,result,ACCEPTED,FALSE,,primary,results/evidence/p2/p2_daily_ic.csv,P2 validation output
results/evidence/p2/p2_effect_replication.csv,file,p2val,result,ACCEPTED,FALSE,,primary,results/evidence/p2/p2_effect_replication.csv,P2 validation output
results/evidence/p2/p2_f05_marginal.csv,file,p2val,result,ACCEPTED,FALSE,,primary,results/evidence/p2/p2_f05_marginal.csv,P2 validation output
results/evidence/p2/p2_hac.csv,file,p2val,result,ACCEPTED,FALSE,,primary,results/evidence/p2/p2_hac.csv,P2 validation output
results/evidence/p2/p2_k3_bootstrap.csv,file,p2val,result,ACCEPTED,FALSE,,primary,results/evidence/p2/p2_k3_bootstrap.csv,P2 validation output
results/evidence/p2/p2_k3_lift.csv,file,p2val,result,ACCEPTED,FALSE,,primary,results/evidence/p2/p2_k3_lift.csv,P2 validation output
results/evidence/p2/p2_master_table.csv,file,p2val,result,ACCEPTED,FALSE,,primary,results/evidence/p2/p2_master_table.csv,P2 validation output
results/evidence/p2/p2_oracle.csv,file,p2val,result,ACCEPTED,FALSE,,primary,results/evidence/p2/p2_oracle.csv,P2 validation output
results/evidence/p2/p2_pairwise.csv,file,p2val,result,ACCEPTED,FALSE,,primary,results/evidence/p2/p2_pairwise.csv,P2 validation output
results/evidence/p2/p2_primary_sensitivity.csv,file,p2val,result,ACCEPTED,FALSE,,primary,results/evidence/p2/p2_primary_sensitivity.csv,P2 validation output
results/evidence/p2/p2_quintiles.csv,file,p2val,result,ACCEPTED,FALSE,,primary,results/evidence/p2/p2_quintiles.csv,P2 validation output
results/evidence/p2/p2_random_k3_per_feature.csv,file,p2val,result,ACCEPTED,FALSE,,primary,results/evidence/p2/p2_random_k3_per_feature.csv,P2 validation output
results/evidence/p2/p2_redundancy.csv,file,p2val,result,ACCEPTED,FALSE,,primary,results/evidence/p2/p2_redundancy.csv,P2 validation output
results/evidence/p2/p2_suspension_sensitivity.csv,file,p2val,result,ACCEPTED,FALSE,,primary,results/evidence/p2/p2_suspension_sensitivity.csv,P2 validation output
results/evidence/p2/p2_turnover_top10_descriptive.csv,file,p2val,result,ACCEPTED,FALSE,,primary,results/evidence/p2/p2_turnover_top10_descriptive.csv,P2 validation output
results/evidence/p2/p2_yearly.csv,file,p2val,result,ACCEPTED,FALSE,,primary,results/evidence/p2/p2_yearly.csv,P2 validation output
results/evidence/p31/p31_actionable_yearly.csv,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_actionable_yearly.csv,P3.1 mechanism audit output
results/evidence/p31/p31_b2_liquidity_risk.csv,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_b2_liquidity_risk.csv,P3.1 mechanism audit output
results/evidence/p31/p31_capital_constraint.csv,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_capital_constraint.csv,P3.1 mechanism audit output
results/evidence/p31/p31_capital_constraint_stats.json,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_capital_constraint_stats.json,P3.1 mechanism audit output
results/evidence/p31/p31_contention_funnel_daily.csv,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_contention_funnel_daily.csv,P3.1 mechanism audit output
results/evidence/p31/p31_contention_taxonomy.csv,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_contention_taxonomy.csv,P3.1 mechanism audit output
results/evidence/p31/p31_exec_outcomes.csv,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_exec_outcomes.csv,P3.1 mechanism audit output
results/evidence/p31/p31_independent_coverage.csv,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_independent_coverage.csv,P3.1 mechanism audit output
results/evidence/p31/p31_leave_one_swap.csv,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_leave_one_swap.csv,P3.1 mechanism audit output
results/evidence/p31/p31_mechanism_summary.json,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_mechanism_summary.json,P3.1 mechanism audit output
results/evidence/p31/p31_non_actionable_reasons.csv,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_non_actionable_reasons.csv,P3.1 mechanism audit output
results/evidence/p31/p31_path_cascade.csv,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_path_cascade.csv,P3.1 mechanism audit output
results/evidence/p31/p31_path_cascade_2021-05-24.csv,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_path_cascade_2021-05-24.csv,P3.1 mechanism audit output
results/evidence/p31/p31_path_cascade_2021-05-24_events_b0.csv,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_path_cascade_2021-05-24_events_b0.csv,P3.1 mechanism audit output
results/evidence/p31/p31_path_cascade_2021-05-24_events_b1.csv,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_path_cascade_2021-05-24_events_b1.csv,P3.1 mechanism audit output
results/evidence/p31/p31_path_cascade_2021-11-16.csv,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_path_cascade_2021-11-16.csv,P3.1 mechanism audit output
results/evidence/p31/p31_path_cascade_2021-11-16_events_b0.csv,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_path_cascade_2021-11-16_events_b0.csv,P3.1 mechanism audit output
results/evidence/p31/p31_path_cascade_2021-11-16_events_b1.csv,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_path_cascade_2021-11-16_events_b1.csv,P3.1 mechanism audit output
results/evidence/p31/p31_slippage_path_diff.csv,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_slippage_path_diff.csv,P3.1 mechanism audit output
results/evidence/p31/p31_slot_occupancy_trades.csv,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_slot_occupancy_trades.csv,P3.1 mechanism audit output
results/evidence/p31/p31_slot_saturation.csv,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_slot_saturation.csv,P3.1 mechanism audit output
results/evidence/p31/p31_slot_saturation_stats.json,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_slot_saturation_stats.json,P3.1 mechanism audit output
results/evidence/p31/p31_swap_reconciliation.csv,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_swap_reconciliation.csv,P3.1 mechanism audit output
results/evidence/p31/p31_top_slot_blockers.csv,file,p31,result,ACCEPTED,FALSE,,primary,results/evidence/p31/p31_top_slot_blockers.csv,P3.1 mechanism audit output
results/evidence/p3/p3_blocked_opportunities.csv,file,p3,result,CLOSED,FALSE,,primary,results/evidence/p3/p3_blocked_opportunities.csv,P3 portfolio output
results/evidence/p3/p3_capital_efficiency.csv,file,p3,result,CLOSED,FALSE,,primary,results/evidence/p3/p3_capital_efficiency.csv,P3 portfolio output
results/evidence/p3/p3_contested_signal_diagnostic.csv,file,p3,result,CLOSED,FALSE,,primary,results/evidence/p3/p3_contested_signal_diagnostic.csv,P3 portfolio output
results/evidence/p3/p3_liquidity_risk.csv,file,p3,result,CLOSED,FALSE,,primary,results/evidence/p3/p3_liquidity_risk.csv,P3 portfolio output
results/evidence/p3/p3_path_divergence.csv,file,p3,result,CLOSED,FALSE,,primary,results/evidence/p3/p3_path_divergence.csv,P3 portfolio output
results/evidence/p3/p3_portfolio_summary.csv,file,p3,result,CLOSED,FALSE,,primary,results/evidence/p3/p3_portfolio_summary.csv,P3 portfolio output
results/evidence/p3/p3_selection_changed_events.csv,file,p3,result,CLOSED,FALSE,,primary,results/evidence/p3/p3_selection_changed_events.csv,P3 portfolio output
results/evidence/p3/p3_slippage_stress.csv,file,p3,result,CLOSED,FALSE,,primary,results/evidence/p3/p3_slippage_stress.csv,P3 portfolio output
results/evidence/p3/p3_trade_diff.csv,file,p3,result,CLOSED,FALSE,,primary,results/evidence/p3/p3_trade_diff.csv,P3 portfolio output
results/evidence/p3/p3_yearly.csv,file,p3,result,CLOSED,FALSE,,primary,results/evidence/p3/p3_yearly.csv,P3 portfolio output
archive/invalid/results/parameter_scan_bollinger.csv,file,original,result,INVALID,FALSE,,invalid,archive/invalid/results/parameter_scan_bollinger.csv,original-system output (invalid as performance evidence)
archive/invalid/results/parameter_scan_etf_ratio.csv,file,original,result,INVALID,FALSE,,invalid,archive/invalid/results/parameter_scan_etf_ratio.csv,original-system output (invalid as performance evidence)
archive/invalid/results/postexit_analysis.png,file,original,result,INVALID,FALSE,,invalid,archive/invalid/results/postexit_analysis.png,original-system output (invalid as performance evidence)
results/evidence/regime_old/regime_discovery_matrix.csv,file,redteam,result,SUPERSEDED,FALSE,,secondary,results/evidence/regime_old/regime_discovery_matrix.csv,old regime results (frozen)
results/evidence/regime_old/regime_discovery_matrix_v2.csv,file,redteam,result,SUPERSEDED,FALSE,,secondary,results/evidence/regime_old/regime_discovery_matrix_v2.csv,old regime results (frozen)
results/evidence/regime_old/regime_discovery_matrix_v3.csv,file,redteam,result,SUPERSEDED,FALSE,,secondary,results/evidence/regime_old/regime_discovery_matrix_v3.csv,old regime results (frozen)
results/evidence/regime_old/regime_v2_v3_diff.csv,file,redteam,result,SUPERSEDED,FALSE,,secondary,results/evidence/regime_old/regime_v2_v3_diff.csv,old regime results (frozen)
results/evidence/regime_old/regime_v3_bh104_reference.csv,file,redteam,result,SUPERSEDED,FALSE,,secondary,results/evidence/regime_old/regime_v3_bh104_reference.csv,old regime results (frozen)
results/evidence/regime_old/regime_v3_hac_lag_sensitivity.csv,file,redteam,result,SUPERSEDED,FALSE,,secondary,results/evidence/regime_old/regime_v3_hac_lag_sensitivity.csv,old regime results (frozen)
