event_id,factor_id,timestamp,old_status,new_status,experiment_id,reason,code_commit,notes
EVT_000000129,AFS_000081,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0093; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000130,AFS_000082,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0093; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000131,AFS_000083,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=nan; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000132,AFS_000084,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0093; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000133,AFS_000085,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0093; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000134,AFS_000086,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0093; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000135,AFS_000087,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=nan; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000136,AFS_000088,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0099; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000137,AFS_000089,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0093; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000138,AFS_000090,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0099; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000139,AFS_000091,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0116; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000140,AFS_000092,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0028; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000141,AFS_000093,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0025; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000142,AFS_000094,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0093; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000143,AFS_000095,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0025; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000144,AFS_000096,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0118; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000145,AFS_000097,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0018; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000146,AFS_000098,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0041; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000147,AFS_000099,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=VALIDATION_FAIL; disc_ic=-0.0204; val_ic=-0.0084; test_ic=0.0037; fdr_pass=True
EVT_000000148,AFS_000100,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=VALIDATION_FAIL; disc_ic=-0.0262; val_ic=-0.0038; test_ic=0.0025; fdr_pass=True
EVT_000000149,AFS_000101,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0122; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000150,AFS_000102,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0262; val_ic=0.0024; test_ic=0.0020; fdr_pass=True
EVT_000000151,AFS_000103,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0074; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000152,AFS_000104,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=-0.0385; val_ic=-0.0310; test_ic=-0.0548; fdr_pass=True
EVT_000000153,AFS_000105,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=-0.0267; val_ic=-0.0796; test_ic=-0.0325; fdr_pass=True
EVT_000000154,AFS_000106,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0379; val_ic=0.0488; test_ic=0.0449; fdr_pass=True
EVT_000000155,AFS_000107,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0162; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000156,AFS_000108,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0136; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000157,AFS_000109,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0051; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000158,AFS_000110,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0120; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000159,AFS_000111,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0022; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000160,AFS_000112,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0147; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000161,AFS_000113,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0075; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000162,AFS_000114,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0348; val_ic=0.0631; test_ic=0.0551; fdr_pass=True
EVT_000000163,AFS_000115,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,MULTIPLE_TESTING_FAIL,universe-b-phase0-governance-fix,stage=FDR_FAIL; disc_ic=0.0201; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000164,AFS_000116,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0161; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000165,AFS_000117,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=-0.0448; val_ic=-0.0386; test_ic=-0.0637; fdr_pass=True
EVT_000000166,AFS_000118,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0146; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000167,AFS_000119,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0185; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000168,AFS_000120,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0161; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000169,AFS_000121,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0141; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000170,AFS_000122,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0122; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000171,AFS_000123,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=-0.0325; val_ic=-0.0313; test_ic=-0.0499; fdr_pass=True
EVT_000000172,AFS_000124,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,MULTIPLE_TESTING_FAIL,universe-b-phase0-governance-fix,stage=FDR_FAIL; disc_ic=-0.0210; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000173,AFS_000125,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0347; val_ic=0.0519; test_ic=0.0466; fdr_pass=True
EVT_000000174,AFS_000126,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0160; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000175,AFS_000127,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0148; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000176,AFS_000128,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0063; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000177,AFS_000129,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=-0.0222; val_ic=-0.0970; test_ic=-0.0155; fdr_pass=True
EVT_000000178,AFS_000130,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0096; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000179,AFS_000131,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0183; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000180,AFS_000132,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0112; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000181,AFS_000133,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=0.0402; val_ic=0.1146; test_ic=-0.0164; fdr_pass=True
EVT_000000182,AFS_000134,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0188; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000183,AFS_000135,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0161; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000184,AFS_000136,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=VALIDATION_FAIL; disc_ic=-0.0479; val_ic=-0.1048; test_ic=0.0379; fdr_pass=True
EVT_000000185,AFS_000137,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0188; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000186,AFS_000138,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0059; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000187,AFS_000139,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0161; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000188,AFS_000140,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0106; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000189,AFS_000141,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0043; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000190,AFS_000142,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=0.0323; val_ic=0.1084; test_ic=-0.0046; fdr_pass=True
EVT_000000191,AFS_000143,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0256; val_ic=0.1016; test_ic=0.0091; fdr_pass=True
EVT_000000192,AFS_000144,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0161; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000193,AFS_000145,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=VALIDATION_FAIL; disc_ic=-0.0479; val_ic=-0.1048; test_ic=0.0379; fdr_pass=True
EVT_000000194,AFS_000146,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0161; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000195,AFS_000147,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0161; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000196,AFS_000148,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0161; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000197,AFS_000149,2026-09-11T13:50:25,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0161; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000198,AFS_000150,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=nan; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000199,AFS_000151,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0161; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000200,AFS_000152,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0161; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000201,AFS_000153,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0161; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000202,AFS_000154,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0161; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000203,AFS_000155,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=nan; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000204,AFS_000156,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0026; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000205,AFS_000157,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0161; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000206,AFS_000158,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0026; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000207,AFS_000159,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0098; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000208,AFS_000160,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0194; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000209,AFS_000161,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0008; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000210,AFS_000162,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0161; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000211,AFS_000163,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0008; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000212,AFS_000164,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0147; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000213,AFS_000165,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0144; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000214,AFS_000166,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0181; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000215,AFS_000167,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0110; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000216,AFS_000168,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=-0.0274; val_ic=-0.0159; test_ic=-0.0086; fdr_pass=True
EVT_000000217,AFS_000169,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0188; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000218,AFS_000170,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0281; val_ic=0.0205; test_ic=0.0078; fdr_pass=True
EVT_000000219,AFS_000171,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=-0.0335; val_ic=0.0165; test_ic=-0.0062; fdr_pass=True
EVT_000000220,AFS_000172,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0180; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000221,AFS_000173,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,MULTIPLE_TESTING_FAIL,universe-b-phase0-governance-fix,stage=FDR_FAIL; disc_ic=0.0203; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000222,AFS_000174,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0180; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000223,AFS_000175,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0436; val_ic=0.0469; test_ic=0.0536; fdr_pass=True
EVT_000000224,AFS_000176,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0432; val_ic=0.0460; test_ic=0.0569; fdr_pass=True
EVT_000000225,AFS_000177,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0385; val_ic=0.0451; test_ic=0.0482; fdr_pass=True
EVT_000000226,AFS_000178,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=-0.0448; val_ic=-0.0386; test_ic=-0.0637; fdr_pass=True
EVT_000000227,AFS_000179,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0046; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000228,AFS_000180,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0307; val_ic=0.1057; test_ic=0.0278; fdr_pass=True
EVT_000000229,AFS_000181,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0305; val_ic=0.1076; test_ic=0.0260; fdr_pass=True
EVT_000000230,AFS_000182,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0385; val_ic=0.0451; test_ic=0.0482; fdr_pass=True
EVT_000000231,AFS_000183,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0141; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000232,AFS_000184,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=-0.0230; val_ic=-0.0095; test_ic=-0.0149; fdr_pass=True
EVT_000000233,AFS_000185,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0021; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000234,AFS_000186,2026-09-11T13:50:26,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=-0.0388; val_ic=-0.0522; test_ic=-0.0492; fdr_pass=True
EVT_000000235,AFS_000187,2026-09-11T13:50:27,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0366; val_ic=0.0498; test_ic=0.0482; fdr_pass=True
EVT_000000236,AFS_000188,2026-09-11T13:50:27,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0385; val_ic=0.0451; test_ic=0.0482; fdr_pass=True
