factor_id,factor_name,formula,failure_stage,failure_reason,discovery_metric,validation_metric,test_metric,yearly_direction,correlation_with_existing,duplicate_of,leakage_detected,date_killed,notes
AFS_000094,SYMBOLIC_TEMPLATE_94,"diff(bb_z,csi500_ret_5)",DISCOVERY_FAIL,NO_SIGNAL,0.0093,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0010; val_q5q1=nan; test_q5q1=nan
AFS_000095,SYMBOLIC_TEMPLATE_95,"interaction(bb_z,csi500_ret_5)",DISCOVERY_FAIL,NO_SIGNAL,0.0025,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0010; val_q5q1=nan; test_q5q1=nan
AFS_000096,SYMBOLIC_TEMPLATE_96,"min(bb_z,csi500_ret_5)",DISCOVERY_FAIL,NO_SIGNAL,0.0118,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0023; val_q5q1=nan; test_q5q1=nan
AFS_000097,SYMBOLIC_TEMPLATE_97,"max(bb_z,csi500_ret_5)",DISCOVERY_FAIL,NO_SIGNAL,-0.0018,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0038; val_q5q1=nan; test_q5q1=nan
AFS_000098,SYMBOLIC_TEMPLATE_98,"ratio(bb_z,gap_pct)",DISCOVERY_FAIL,NO_SIGNAL,-0.0041,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0002; val_q5q1=nan; test_q5q1=nan
AFS_000099,SYMBOLIC_TEMPLATE_99,"diff(bb_z,gap_pct)",VALIDATION_FAIL,OOS_FAIL,-0.0204,-0.0084,0.0037,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0006; val_q5q1=0.0002; test_q5q1=-0.0013
AFS_000100,SYMBOLIC_TEMPLATE_100,"interaction(bb_z,gap_pct)",VALIDATION_FAIL,OOS_FAIL,-0.0262,-0.0038,0.0025,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0037; val_q5q1=0.0000; test_q5q1=-0.0008
AFS_000101,SYMBOLIC_TEMPLATE_101,"min(bb_z,gap_pct)",DISCOVERY_FAIL,NO_SIGNAL,0.0122,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0009; val_q5q1=nan; test_q5q1=nan
AFS_000102,SYMBOLIC_TEMPLATE_102,"max(bb_z,gap_pct)",NO_KEEP_WEAK,UNSTABLE,0.0262,0.0024,0.0020,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0036; val_q5q1=0.0005; test_q5q1=0.0051
AFS_000103,SYMBOLIC_TEMPLATE_103,"ratio(distance_to_lower_band,ret_5d)",DISCOVERY_FAIL,NO_SIGNAL,-0.0074,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0012; val_q5q1=nan; test_q5q1=nan
AFS_000104,SYMBOLIC_TEMPLATE_104,"diff(distance_to_lower_band,ret_5d)",TEST_FAIL,OOS_FAIL,-0.0385,-0.0310,-0.0548,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0068; val_q5q1=-0.0029; test_q5q1=-0.0054
AFS_000105,SYMBOLIC_TEMPLATE_105,"interaction(distance_to_lower_band,ret_5d)",TEST_FAIL,OOS_FAIL,-0.0267,-0.0796,-0.0325,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0020; val_q5q1=-0.0134; test_q5q1=0.0018
AFS_000106,SYMBOLIC_TEMPLATE_106,"min(distance_to_lower_band,ret_5d)",NO_KEEP_WEAK,UNSTABLE,0.0379,0.0488,0.0449,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0062; val_q5q1=0.0077; test_q5q1=0.0032
AFS_000107,SYMBOLIC_TEMPLATE_107,"max(distance_to_lower_band,ret_5d)",DISCOVERY_FAIL,NO_SIGNAL,0.0162,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0003; val_q5q1=nan; test_q5q1=nan
AFS_000108,SYMBOLIC_TEMPLATE_108,"ratio(distance_to_lower_band,ret_20d)",DISCOVERY_FAIL,NO_SIGNAL,-0.0136,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0015; val_q5q1=nan; test_q5q1=nan
AFS_000109,SYMBOLIC_TEMPLATE_109,"diff(distance_to_lower_band,ret_20d)",DISCOVERY_FAIL,NO_SIGNAL,0.0051,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0010; val_q5q1=nan; test_q5q1=nan
AFS_000110,SYMBOLIC_TEMPLATE_110,"interaction(distance_to_lower_band,ret_20d)",DISCOVERY_FAIL,NO_SIGNAL,-0.0120,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0013; val_q5q1=nan; test_q5q1=nan
AFS_000111,SYMBOLIC_TEMPLATE_111,"min(distance_to_lower_band,ret_20d)",DISCOVERY_FAIL,NO_SIGNAL,-0.0022,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0005; val_q5q1=nan; test_q5q1=nan
AFS_000112,SYMBOLIC_TEMPLATE_112,"max(distance_to_lower_band,ret_20d)",DISCOVERY_FAIL,NO_SIGNAL,0.0147,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0010; val_q5q1=nan; test_q5q1=nan
AFS_000113,SYMBOLIC_TEMPLATE_113,"ratio(distance_to_lower_band,atr14_pct)",DISCOVERY_FAIL,NO_SIGNAL,0.0075,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0003; val_q5q1=nan; test_q5q1=nan
AFS_000114,SYMBOLIC_TEMPLATE_114,"diff(distance_to_lower_band,atr14_pct)",NO_KEEP_WEAK,UNSTABLE,0.0348,0.0631,0.0551,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0028; val_q5q1=0.0137; test_q5q1=0.0068
AFS_000115,SYMBOLIC_TEMPLATE_115,"interaction(distance_to_lower_band,atr14_pct)",FDR_FAIL,MULTIPLE_TESTING_FAIL,0.0201,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0000; val_q5q1=nan; test_q5q1=nan
AFS_000116,SYMBOLIC_TEMPLATE_116,"min(distance_to_lower_band,atr14_pct)",DISCOVERY_FAIL,NO_SIGNAL,0.0161,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0003; val_q5q1=nan; test_q5q1=nan
AFS_000117,SYMBOLIC_TEMPLATE_117,"max(distance_to_lower_band,atr14_pct)",TEST_FAIL,OOS_FAIL,-0.0448,-0.0386,-0.0637,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0055; val_q5q1=-0.0085; test_q5q1=-0.0081
AFS_000118,SYMBOLIC_TEMPLATE_118,"diff(distance_to_lower_band,bb_width)",DISCOVERY_FAIL,NO_SIGNAL,0.0146,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0006; val_q5q1=nan; test_q5q1=nan
AFS_000119,SYMBOLIC_TEMPLATE_119,"interaction(distance_to_lower_band,bb_width)",DISCOVERY_FAIL,NO_SIGNAL,0.0185,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0020; val_q5q1=nan; test_q5q1=nan
AFS_000120,SYMBOLIC_TEMPLATE_120,"min(distance_to_lower_band,bb_width)",DISCOVERY_FAIL,NO_SIGNAL,0.0161,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0003; val_q5q1=nan; test_q5q1=nan
AFS_000121,SYMBOLIC_TEMPLATE_121,"max(distance_to_lower_band,bb_width)",DISCOVERY_FAIL,NO_SIGNAL,-0.0141,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0013; val_q5q1=nan; test_q5q1=nan
AFS_000122,SYMBOLIC_TEMPLATE_122,"ratio(distance_to_lower_band,drawdown_20)",DISCOVERY_FAIL,NO_SIGNAL,-0.0122,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0009; val_q5q1=nan; test_q5q1=nan
AFS_000123,SYMBOLIC_TEMPLATE_123,"diff(distance_to_lower_band,drawdown_20)",TEST_FAIL,OOS_FAIL,-0.0325,-0.0313,-0.0499,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0063; val_q5q1=-0.0061; test_q5q1=-0.0008
AFS_000124,SYMBOLIC_TEMPLATE_124,"interaction(distance_to_lower_band,drawdown_20)",FDR_FAIL,MULTIPLE_TESTING_FAIL,-0.0210,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0014; val_q5q1=nan; test_q5q1=nan
AFS_000125,SYMBOLIC_TEMPLATE_125,"min(distance_to_lower_band,drawdown_20)",NO_KEEP_WEAK,UNSTABLE,0.0347,0.0519,0.0466,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0053; val_q5q1=0.0097; test_q5q1=-0.0008
AFS_000126,SYMBOLIC_TEMPLATE_126,"max(distance_to_lower_band,drawdown_20)",DISCOVERY_FAIL,NO_SIGNAL,0.0160,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0003; val_q5q1=nan; test_q5q1=nan
AFS_000127,SYMBOLIC_TEMPLATE_127,"ratio(distance_to_lower_band,distance_52w_high)",DISCOVERY_FAIL,NO_SIGNAL,-0.0148,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0004; val_q5q1=nan; test_q5q1=nan
AFS_000128,SYMBOLIC_TEMPLATE_128,"diff(distance_to_lower_band,distance_52w_high)",DISCOVERY_FAIL,NO_SIGNAL,-0.0063,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0023; val_q5q1=nan; test_q5q1=nan
AFS_000129,SYMBOLIC_TEMPLATE_129,"interaction(distance_to_lower_band,distance_52w_high)",TEST_FAIL,OOS_FAIL,-0.0222,-0.0970,-0.0155,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0007; val_q5q1=-0.0135; test_q5q1=0.0044
AFS_000130,SYMBOLIC_TEMPLATE_130,"min(distance_to_lower_band,distance_52w_high)",DISCOVERY_FAIL,NO_SIGNAL,0.0096,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0019; val_q5q1=nan; test_q5q1=nan
AFS_000131,SYMBOLIC_TEMPLATE_131,"max(distance_to_lower_band,distance_52w_high)",DISCOVERY_FAIL,NO_SIGNAL,0.0183,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0009; val_q5q1=nan; test_q5q1=nan
AFS_000132,SYMBOLIC_TEMPLATE_132,"ratio(distance_to_lower_band,log_amount)",DISCOVERY_FAIL,NO_SIGNAL,0.0112,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0003; val_q5q1=nan; test_q5q1=nan
AFS_000133,SYMBOLIC_TEMPLATE_133,"diff(distance_to_lower_band,log_amount)",TEST_FAIL,OOS_FAIL,0.0402,0.1146,-0.0164,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0045; val_q5q1=0.0235; test_q5q1=-0.0175
AFS_000134,SYMBOLIC_TEMPLATE_134,"interaction(distance_to_lower_band,log_amount)",DISCOVERY_FAIL,NO_SIGNAL,0.0188,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0014; val_q5q1=nan; test_q5q1=nan
AFS_000135,SYMBOLIC_TEMPLATE_135,"min(distance_to_lower_band,log_amount)",DISCOVERY_FAIL,NO_SIGNAL,0.0161,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0003; val_q5q1=nan; test_q5q1=nan
AFS_000136,SYMBOLIC_TEMPLATE_136,"max(distance_to_lower_band,log_amount)",VALIDATION_FAIL,OOS_FAIL,-0.0479,-0.1048,0.0379,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0078; val_q5q1=-0.0241; test_q5q1=0.0206
AFS_000137,SYMBOLIC_TEMPLATE_137,"ratio(distance_to_lower_band,amount_ratio_5_20)",DISCOVERY_FAIL,NO_SIGNAL,0.0188,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0013; val_q5q1=nan; test_q5q1=nan
AFS_000138,SYMBOLIC_TEMPLATE_138,"diff(distance_to_lower_band,amount_ratio_5_20)",DISCOVERY_FAIL,NO_SIGNAL,0.0059,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0020; val_q5q1=nan; test_q5q1=nan
AFS_000139,SYMBOLIC_TEMPLATE_139,"min(distance_to_lower_band,amount_ratio_5_20)",DISCOVERY_FAIL,NO_SIGNAL,0.0161,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0003; val_q5q1=nan; test_q5q1=nan
AFS_000140,SYMBOLIC_TEMPLATE_140,"max(distance_to_lower_band,amount_ratio_5_20)",DISCOVERY_FAIL,NO_SIGNAL,0.0106,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0058; val_q5q1=nan; test_q5q1=nan
AFS_000141,SYMBOLIC_TEMPLATE_141,"ratio(distance_to_lower_band,turnover_rank)",DISCOVERY_FAIL,NO_SIGNAL,-0.0043,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0032; val_q5q1=nan; test_q5q1=nan
AFS_000142,SYMBOLIC_TEMPLATE_142,"diff(distance_to_lower_band,turnover_rank)",TEST_FAIL,OOS_FAIL,0.0323,0.1084,-0.0046,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0044; val_q5q1=0.0214; test_q5q1=-0.0134
AFS_000143,SYMBOLIC_TEMPLATE_143,"interaction(distance_to_lower_band,turnover_rank)",NO_KEEP_WEAK,UNSTABLE,0.0256,0.1016,0.0091,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0031; val_q5q1=0.0198; test_q5q1=-0.0063
AFS_000144,SYMBOLIC_TEMPLATE_144,"min(distance_to_lower_band,turnover_rank)",DISCOVERY_FAIL,NO_SIGNAL,0.0161,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0003; val_q5q1=nan; test_q5q1=nan
AFS_000145,SYMBOLIC_TEMPLATE_145,"max(distance_to_lower_band,turnover_rank)",VALIDATION_FAIL,OOS_FAIL,-0.0479,-0.1048,0.0379,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0078; val_q5q1=-0.0241; test_q5q1=0.0206
AFS_000146,SYMBOLIC_TEMPLATE_146,"ratio(distance_to_lower_band,daily_bb_signal_count)",DISCOVERY_FAIL,NO_SIGNAL,0.0161,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0003; val_q5q1=nan; test_q5q1=nan
AFS_000147,SYMBOLIC_TEMPLATE_147,"diff(distance_to_lower_band,daily_bb_signal_count)",DISCOVERY_FAIL,NO_SIGNAL,0.0161,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0003; val_q5q1=nan; test_q5q1=nan
AFS_000148,SYMBOLIC_TEMPLATE_148,"interaction(distance_to_lower_band,daily_bb_signal_count)",DISCOVERY_FAIL,NO_SIGNAL,0.0161,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0003; val_q5q1=nan; test_q5q1=nan
AFS_000149,SYMBOLIC_TEMPLATE_149,"min(distance_to_lower_band,daily_bb_signal_count)",DISCOVERY_FAIL,NO_SIGNAL,0.0161,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0003; val_q5q1=nan; test_q5q1=nan
AFS_000150,SYMBOLIC_TEMPLATE_150,"max(distance_to_lower_band,daily_bb_signal_count)",DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000151,SYMBOLIC_TEMPLATE_151,"ratio(distance_to_lower_band,market_up_ratio)",DISCOVERY_FAIL,NO_SIGNAL,0.0161,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0003; val_q5q1=nan; test_q5q1=nan
AFS_000152,SYMBOLIC_TEMPLATE_152,"diff(distance_to_lower_band,market_up_ratio)",DISCOVERY_FAIL,NO_SIGNAL,0.0161,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0003; val_q5q1=nan; test_q5q1=nan
AFS_000153,SYMBOLIC_TEMPLATE_153,"interaction(distance_to_lower_band,market_up_ratio)",DISCOVERY_FAIL,NO_SIGNAL,0.0161,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0003; val_q5q1=nan; test_q5q1=nan
AFS_000154,SYMBOLIC_TEMPLATE_154,"min(distance_to_lower_band,market_up_ratio)",DISCOVERY_FAIL,NO_SIGNAL,0.0161,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0003; val_q5q1=nan; test_q5q1=nan
AFS_000155,SYMBOLIC_TEMPLATE_155,"max(distance_to_lower_band,market_up_ratio)",DISCOVERY_FAIL,NO_SIGNAL,nan,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=nan; val_q5q1=nan; test_q5q1=nan
AFS_000156,SYMBOLIC_TEMPLATE_156,"ratio(distance_to_lower_band,csi300_ret_5)",DISCOVERY_FAIL,NO_SIGNAL,-0.0026,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0015; val_q5q1=nan; test_q5q1=nan
AFS_000157,SYMBOLIC_TEMPLATE_157,"diff(distance_to_lower_band,csi300_ret_5)",DISCOVERY_FAIL,NO_SIGNAL,0.0161,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0003; val_q5q1=nan; test_q5q1=nan
AFS_000158,SYMBOLIC_TEMPLATE_158,"interaction(distance_to_lower_band,csi300_ret_5)",DISCOVERY_FAIL,NO_SIGNAL,-0.0026,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0015; val_q5q1=nan; test_q5q1=nan
AFS_000159,SYMBOLIC_TEMPLATE_159,"min(distance_to_lower_band,csi300_ret_5)",DISCOVERY_FAIL,NO_SIGNAL,0.0098,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0035; val_q5q1=nan; test_q5q1=nan
AFS_000160,SYMBOLIC_TEMPLATE_160,"max(distance_to_lower_band,csi300_ret_5)",DISCOVERY_FAIL,NO_SIGNAL,0.0194,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0004; val_q5q1=nan; test_q5q1=nan
AFS_000161,SYMBOLIC_TEMPLATE_161,"ratio(distance_to_lower_band,csi500_ret_5)",DISCOVERY_FAIL,NO_SIGNAL,-0.0008,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0024; val_q5q1=nan; test_q5q1=nan
AFS_000162,SYMBOLIC_TEMPLATE_162,"diff(distance_to_lower_band,csi500_ret_5)",DISCOVERY_FAIL,NO_SIGNAL,0.0161,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0003; val_q5q1=nan; test_q5q1=nan
AFS_000163,SYMBOLIC_TEMPLATE_163,"interaction(distance_to_lower_band,csi500_ret_5)",DISCOVERY_FAIL,NO_SIGNAL,-0.0008,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0024; val_q5q1=nan; test_q5q1=nan
AFS_000164,SYMBOLIC_TEMPLATE_164,"min(distance_to_lower_band,csi500_ret_5)",DISCOVERY_FAIL,NO_SIGNAL,0.0147,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0025; val_q5q1=nan; test_q5q1=nan
AFS_000165,SYMBOLIC_TEMPLATE_165,"max(distance_to_lower_band,csi500_ret_5)",DISCOVERY_FAIL,NO_SIGNAL,0.0144,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0001; val_q5q1=nan; test_q5q1=nan
AFS_000166,SYMBOLIC_TEMPLATE_166,"ratio(distance_to_lower_band,gap_pct)",DISCOVERY_FAIL,NO_SIGNAL,-0.0181,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0005; val_q5q1=nan; test_q5q1=nan
AFS_000167,SYMBOLIC_TEMPLATE_167,"diff(distance_to_lower_band,gap_pct)",DISCOVERY_FAIL,NO_SIGNAL,-0.0110,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0029; val_q5q1=nan; test_q5q1=nan
AFS_000168,SYMBOLIC_TEMPLATE_168,"interaction(distance_to_lower_band,gap_pct)",TEST_FAIL,OOS_FAIL,-0.0274,-0.0159,-0.0086,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0030; val_q5q1=-0.0028; test_q5q1=0.0022
AFS_000169,SYMBOLIC_TEMPLATE_169,"min(distance_to_lower_band,gap_pct)",DISCOVERY_FAIL,NO_SIGNAL,0.0188,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0001; val_q5q1=nan; test_q5q1=nan
AFS_000170,SYMBOLIC_TEMPLATE_170,"max(distance_to_lower_band,gap_pct)",NO_KEEP_WEAK,UNSTABLE,0.0281,0.0205,0.0078,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0021; val_q5q1=0.0054; test_q5q1=-0.0005
AFS_000171,SYMBOLIC_TEMPLATE_171,"ratio(ret_5d,ret_20d)",TEST_FAIL,OOS_FAIL,-0.0335,0.0165,-0.0062,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0060; val_q5q1=0.0067; test_q5q1=-0.0031
AFS_000172,SYMBOLIC_TEMPLATE_172,"interaction(ret_5d,ret_20d)",DISCOVERY_FAIL,NO_SIGNAL,-0.0180,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0012; val_q5q1=nan; test_q5q1=nan
AFS_000173,SYMBOLIC_TEMPLATE_173,"min(ret_5d,ret_20d)",FDR_FAIL,MULTIPLE_TESTING_FAIL,0.0203,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0023; val_q5q1=nan; test_q5q1=nan
AFS_000174,SYMBOLIC_TEMPLATE_174,"max(ret_5d,ret_20d)",DISCOVERY_FAIL,NO_SIGNAL,0.0180,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0027; val_q5q1=nan; test_q5q1=nan
AFS_000175,SYMBOLIC_TEMPLATE_175,"diff(ret_5d,atr14_pct)",NO_KEEP_WEAK,UNSTABLE,0.0436,0.0469,0.0536,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0072; val_q5q1=0.0083; test_q5q1=0.0089
AFS_000176,SYMBOLIC_TEMPLATE_176,"interaction(ret_5d,atr14_pct)",NO_KEEP_WEAK,UNSTABLE,0.0432,0.0460,0.0569,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0081; val_q5q1=0.0079; test_q5q1=0.0111
AFS_000177,SYMBOLIC_TEMPLATE_177,"min(ret_5d,atr14_pct)",NO_KEEP_WEAK,UNSTABLE,0.0385,0.0451,0.0482,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0065; val_q5q1=0.0068; test_q5q1=0.0034
AFS_000178,SYMBOLIC_TEMPLATE_178,"max(ret_5d,atr14_pct)",TEST_FAIL,OOS_FAIL,-0.0448,-0.0386,-0.0637,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0055; val_q5q1=-0.0085; test_q5q1=-0.0081
AFS_000179,SYMBOLIC_TEMPLATE_179,"ratio(ret_5d,bb_width)",DISCOVERY_FAIL,NO_SIGNAL,0.0046,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0047; val_q5q1=nan; test_q5q1=nan
AFS_000180,SYMBOLIC_TEMPLATE_180,"diff(ret_5d,bb_width)",NO_KEEP_WEAK,UNSTABLE,0.0307,0.1057,0.0278,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0025; val_q5q1=0.0189; test_q5q1=-0.0046
AFS_000181,SYMBOLIC_TEMPLATE_181,"interaction(ret_5d,bb_width)",NO_KEEP_WEAK,UNSTABLE,0.0305,0.1076,0.0260,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0003; val_q5q1=0.0206; test_q5q1=-0.0054
AFS_000182,SYMBOLIC_TEMPLATE_182,"min(ret_5d,bb_width)",NO_KEEP_WEAK,UNSTABLE,0.0385,0.0451,0.0482,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0065; val_q5q1=0.0068; test_q5q1=0.0034
AFS_000183,SYMBOLIC_TEMPLATE_183,"max(ret_5d,bb_width)",DISCOVERY_FAIL,NO_SIGNAL,-0.0141,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0013; val_q5q1=nan; test_q5q1=nan
AFS_000184,SYMBOLIC_TEMPLATE_184,"ratio(ret_5d,drawdown_20)",TEST_FAIL,OOS_FAIL,-0.0230,-0.0095,-0.0149,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0042; val_q5q1=0.0003; test_q5q1=-0.0059
AFS_000185,SYMBOLIC_TEMPLATE_185,"diff(ret_5d,drawdown_20)",DISCOVERY_FAIL,NO_SIGNAL,0.0021,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0048; val_q5q1=nan; test_q5q1=nan
AFS_000186,SYMBOLIC_TEMPLATE_186,"interaction(ret_5d,drawdown_20)",TEST_FAIL,OOS_FAIL,-0.0388,-0.0522,-0.0492,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0056; val_q5q1=-0.0084; test_q5q1=0.0004
AFS_000187,SYMBOLIC_TEMPLATE_187,"min(ret_5d,drawdown_20)",NO_KEEP_WEAK,UNSTABLE,0.0366,0.0498,0.0482,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0055; val_q5q1=0.0087; test_q5q1=-0.0020
AFS_000188,SYMBOLIC_TEMPLATE_188,"max(ret_5d,drawdown_20)",NO_KEEP_WEAK,UNSTABLE,0.0385,0.0451,0.0482,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0065; val_q5q1=0.0068; test_q5q1=0.0034
AFS_000189,SYMBOLIC_TEMPLATE_189,"ratio(ret_5d,distance_52w_high)",TEST_FAIL,OOS_FAIL,-0.0284,0.0209,-0.0516,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0021; val_q5q1=0.0040; test_q5q1=-0.0123
AFS_000190,SYMBOLIC_TEMPLATE_190,"diff(ret_5d,distance_52w_high)",DISCOVERY_FAIL,NO_SIGNAL,0.0128,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0042; val_q5q1=nan; test_q5q1=nan
AFS_000191,SYMBOLIC_TEMPLATE_191,"interaction(ret_5d,distance_52w_high)",TEST_FAIL,OOS_FAIL,-0.0400,-0.0756,-0.0158,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=-0.0040; val_q5q1=-0.0099; test_q5q1=0.0121
AFS_000192,SYMBOLIC_TEMPLATE_192,"min(ret_5d,distance_52w_high)",DISCOVERY_FAIL,NO_SIGNAL,0.0110,nan,nan,,,,,2026-09-11,Phase1 symbolic trace; q5q1_disc=0.0015; val_q5q1=nan; test_q5q1=nan
