factor_id,factor_name,factor_family,formula,canonical_expression,description,economic_hypothesis,universe,input_fields,lookback,operators,PIT_status,max_source_lag,missing_policy,winsorization,normalization,expression_hash,complexity_depth,complexity_inputs,complexity_interactions,created_date,created_by,experiment_id,discovery_period,validation_period,test_period,status,notes
AFS_000028,SYMBOLIC_HUMAN_28,INTERACTION,"ratio(ret_60d, realized_vol_20)","ratio(ret_60d,realized_vol_20)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,ratio|realized_vol_20|ret_60d,nan,,PIT_OK,,,,,27a39a07b5baeb75,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000029,SYMBOLIC_HUMAN_29,BB_CONDITIONAL,"interaction(days_since_first_signal, bb_z)","interaction(bb_z,days_since_first_signal)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|days_since_first_signal|interaction,nan,,PIT_OK,,,,,5469f24293f831dd,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000030,SYMBOLIC_HUMAN_30,INTERACTION,"diff(ret_1d, ret_5d)","diff(ret_1d,ret_5d)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,diff|ret_1d|ret_5d,nan,,PIT_OK,,,,,44cecbf2898e7fb9,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000031,SYMBOLIC_TEMPLATE_31,BB_CONDITIONAL,"ratio(bb_z,distance_to_lower_band)","ratio(bb_z,distance_to_lower_band)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|distance_to_lower_band|ratio,nan,,PIT_OK,,,,,036921028205c5be,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000032,SYMBOLIC_TEMPLATE_32,BB_CONDITIONAL,"diff(bb_z,distance_to_lower_band)","diff(bb_z,distance_to_lower_band)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|diff|distance_to_lower_band,nan,,PIT_OK,,,,,2a6b0acdb8d90be2,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000033,SYMBOLIC_TEMPLATE_33,BB_CONDITIONAL,"interaction(bb_z,distance_to_lower_band)","interaction(bb_z,distance_to_lower_band)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|distance_to_lower_band|interaction,nan,,PIT_OK,,,,,f7c56ac13becedde,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000034,SYMBOLIC_TEMPLATE_34,BB_CONDITIONAL,"min(bb_z,distance_to_lower_band)","min(bb_z,distance_to_lower_band)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|distance_to_lower_band|min,nan,,PIT_OK,,,,,4e89bfeaa8fcf3a0,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000035,SYMBOLIC_TEMPLATE_35,BB_CONDITIONAL,"max(bb_z,distance_to_lower_band)","max(bb_z,distance_to_lower_band)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|distance_to_lower_band|max,nan,,PIT_OK,,,,,8eb7971ced432b75,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000036,SYMBOLIC_TEMPLATE_36,BB_CONDITIONAL,"ratio(bb_z,ret_5d)","ratio(bb_z,ret_5d)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|ratio|ret_5d,nan,,PIT_OK,,,,,71e700ef12c0028b,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000037,SYMBOLIC_TEMPLATE_37,BB_CONDITIONAL,"diff(bb_z,ret_5d)","diff(bb_z,ret_5d)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|diff|ret_5d,nan,,PIT_OK,,,,,4abf792fc2c89b6c,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000038,SYMBOLIC_TEMPLATE_38,BB_CONDITIONAL,"interaction(bb_z,ret_5d)","interaction(bb_z,ret_5d)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|interaction|ret_5d,nan,,PIT_OK,,,,,5ab64b856e63c733,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000039,SYMBOLIC_TEMPLATE_39,BB_CONDITIONAL,"min(bb_z,ret_5d)","min(bb_z,ret_5d)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|min|ret_5d,nan,,PIT_OK,,,,,1beeee70a44f02f6,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000040,SYMBOLIC_TEMPLATE_40,BB_CONDITIONAL,"max(bb_z,ret_5d)","max(bb_z,ret_5d)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|max|ret_5d,nan,,PIT_OK,,,,,9847edea9806a398,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000041,SYMBOLIC_TEMPLATE_41,BB_CONDITIONAL,"ratio(bb_z,ret_20d)","ratio(bb_z,ret_20d)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|ratio|ret_20d,nan,,PIT_OK,,,,,80326899f96563ed,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000042,SYMBOLIC_TEMPLATE_42,BB_CONDITIONAL,"diff(bb_z,ret_20d)","diff(bb_z,ret_20d)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|diff|ret_20d,nan,,PIT_OK,,,,,fbeecfd13407ccc5,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000043,SYMBOLIC_TEMPLATE_43,BB_CONDITIONAL,"interaction(bb_z,ret_20d)","interaction(bb_z,ret_20d)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|interaction|ret_20d,nan,,PIT_OK,,,,,b1113c8ea2f6016d,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000044,SYMBOLIC_TEMPLATE_44,BB_CONDITIONAL,"min(bb_z,ret_20d)","min(bb_z,ret_20d)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|min|ret_20d,nan,,PIT_OK,,,,,12bef38e549dcbdf,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000045,SYMBOLIC_TEMPLATE_45,BB_CONDITIONAL,"max(bb_z,ret_20d)","max(bb_z,ret_20d)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|max|ret_20d,nan,,PIT_OK,,,,,63485569eb825bbe,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000046,SYMBOLIC_TEMPLATE_46,BB_CONDITIONAL,"ratio(bb_z,atr14_pct)","ratio(bb_z,atr14_pct)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,atr14_pct|bb_z|ratio,nan,,PIT_OK,,,,,0ca98ffebec894a8,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000047,SYMBOLIC_TEMPLATE_47,BB_CONDITIONAL,"diff(bb_z,atr14_pct)","diff(bb_z,atr14_pct)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,atr14_pct|bb_z|diff,nan,,PIT_OK,,,,,b590911b886ee9b0,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000048,SYMBOLIC_TEMPLATE_48,BB_CONDITIONAL,"interaction(bb_z,atr14_pct)","interaction(atr14_pct,bb_z)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,atr14_pct|bb_z|interaction,nan,,PIT_OK,,,,,6e9024020df09b51,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000049,SYMBOLIC_TEMPLATE_49,BB_CONDITIONAL,"min(bb_z,atr14_pct)","min(atr14_pct,bb_z)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,atr14_pct|bb_z|min,nan,,PIT_OK,,,,,b900022887725736,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000050,SYMBOLIC_TEMPLATE_50,BB_CONDITIONAL,"max(bb_z,atr14_pct)","max(atr14_pct,bb_z)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,atr14_pct|bb_z|max,nan,,PIT_OK,,,,,1e5d8fd920d14130,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000051,SYMBOLIC_TEMPLATE_51,BB_CONDITIONAL,"ratio(bb_z,bb_width)","ratio(bb_z,bb_width)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_width|bb_z|ratio,nan,,PIT_OK,,,,,46102eb043204664,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000052,SYMBOLIC_TEMPLATE_52,BB_CONDITIONAL,"diff(bb_z,bb_width)","diff(bb_z,bb_width)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_width|bb_z|diff,nan,,PIT_OK,,,,,dfc68d361df1180a,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000053,SYMBOLIC_TEMPLATE_53,BB_CONDITIONAL,"interaction(bb_z,bb_width)","interaction(bb_width,bb_z)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_width|bb_z|interaction,nan,,PIT_OK,,,,,07f7cf2081696f06,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000054,SYMBOLIC_TEMPLATE_54,BB_CONDITIONAL,"min(bb_z,bb_width)","min(bb_width,bb_z)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_width|bb_z|min,nan,,PIT_OK,,,,,9f053a006a2e50bd,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000055,SYMBOLIC_TEMPLATE_55,BB_CONDITIONAL,"max(bb_z,bb_width)","max(bb_width,bb_z)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_width|bb_z|max,nan,,PIT_OK,,,,,8872efa89cb03bea,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000056,SYMBOLIC_TEMPLATE_56,BB_CONDITIONAL,"ratio(bb_z,drawdown_20)","ratio(bb_z,drawdown_20)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|drawdown_20|ratio,nan,,PIT_OK,,,,,67fe959681ac6d98,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000057,SYMBOLIC_TEMPLATE_57,BB_CONDITIONAL,"diff(bb_z,drawdown_20)","diff(bb_z,drawdown_20)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|diff|drawdown_20,nan,,PIT_OK,,,,,2cccd2f68b337852,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000058,SYMBOLIC_TEMPLATE_58,BB_CONDITIONAL,"interaction(bb_z,drawdown_20)","interaction(bb_z,drawdown_20)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|drawdown_20|interaction,nan,,PIT_OK,,,,,b5d62832fc4cfbea,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000059,SYMBOLIC_TEMPLATE_59,BB_CONDITIONAL,"min(bb_z,drawdown_20)","min(bb_z,drawdown_20)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|drawdown_20|min,nan,,PIT_OK,,,,,185025e170f04daa,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000060,SYMBOLIC_TEMPLATE_60,BB_CONDITIONAL,"max(bb_z,drawdown_20)","max(bb_z,drawdown_20)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|drawdown_20|max,nan,,PIT_OK,,,,,f2435535512c0144,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000061,SYMBOLIC_TEMPLATE_61,BB_CONDITIONAL,"ratio(bb_z,distance_52w_high)","ratio(bb_z,distance_52w_high)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|distance_52w_high|ratio,nan,,PIT_OK,,,,,996d44672700cd9b,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000062,SYMBOLIC_TEMPLATE_62,BB_CONDITIONAL,"diff(bb_z,distance_52w_high)","diff(bb_z,distance_52w_high)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|diff|distance_52w_high,nan,,PIT_OK,,,,,67a6b68c48632899,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000063,SYMBOLIC_TEMPLATE_63,BB_CONDITIONAL,"interaction(bb_z,distance_52w_high)","interaction(bb_z,distance_52w_high)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|distance_52w_high|interaction,nan,,PIT_OK,,,,,87c7dfefbecc3532,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000064,SYMBOLIC_TEMPLATE_64,BB_CONDITIONAL,"min(bb_z,distance_52w_high)","min(bb_z,distance_52w_high)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|distance_52w_high|min,nan,,PIT_OK,,,,,3aad502d63a969e3,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000065,SYMBOLIC_TEMPLATE_65,BB_CONDITIONAL,"max(bb_z,distance_52w_high)","max(bb_z,distance_52w_high)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|distance_52w_high|max,nan,,PIT_OK,,,,,b8ea44b935608d01,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000066,SYMBOLIC_TEMPLATE_66,BB_CONDITIONAL,"ratio(bb_z,log_amount)","ratio(bb_z,log_amount)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|log_amount|ratio,nan,,PIT_OK,,,,,b696be5584408e84,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000067,SYMBOLIC_TEMPLATE_67,BB_CONDITIONAL,"diff(bb_z,log_amount)","diff(bb_z,log_amount)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|diff|log_amount,nan,,PIT_OK,,,,,4f23a990fa8bb681,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000068,SYMBOLIC_TEMPLATE_68,BB_CONDITIONAL,"interaction(bb_z,log_amount)","interaction(bb_z,log_amount)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|interaction|log_amount,nan,,PIT_OK,,,,,26c07482aa185c9a,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000069,SYMBOLIC_TEMPLATE_69,BB_CONDITIONAL,"min(bb_z,log_amount)","min(bb_z,log_amount)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|log_amount|min,nan,,PIT_OK,,,,,461972531df201b8,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000070,SYMBOLIC_TEMPLATE_70,BB_CONDITIONAL,"max(bb_z,log_amount)","max(bb_z,log_amount)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|log_amount|max,nan,,PIT_OK,,,,,d5d09acb32197af7,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000071,SYMBOLIC_TEMPLATE_71,BB_CONDITIONAL,"ratio(bb_z,amount_ratio_5_20)","ratio(bb_z,amount_ratio_5_20)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,amount_ratio_5_20|bb_z|ratio,nan,,PIT_OK,,,,,faedafdf093cb6ce,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000072,SYMBOLIC_TEMPLATE_72,BB_CONDITIONAL,"diff(bb_z,amount_ratio_5_20)","diff(bb_z,amount_ratio_5_20)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,amount_ratio_5_20|bb_z|diff,nan,,PIT_OK,,,,,38c9a1ecc3757fef,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000073,SYMBOLIC_TEMPLATE_73,BB_CONDITIONAL,"interaction(bb_z,amount_ratio_5_20)","interaction(amount_ratio_5_20,bb_z)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,amount_ratio_5_20|bb_z|interaction,nan,,PIT_OK,,,,,0b7ce1c07d76071a,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000074,SYMBOLIC_TEMPLATE_74,BB_CONDITIONAL,"min(bb_z,amount_ratio_5_20)","min(amount_ratio_5_20,bb_z)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,amount_ratio_5_20|bb_z|min,nan,,PIT_OK,,,,,99c7794528a006e1,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000075,SYMBOLIC_TEMPLATE_75,BB_CONDITIONAL,"max(bb_z,amount_ratio_5_20)","max(amount_ratio_5_20,bb_z)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,amount_ratio_5_20|bb_z|max,nan,,PIT_OK,,,,,bffe50416fce2cf4,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000076,SYMBOLIC_TEMPLATE_76,BB_CONDITIONAL,"ratio(bb_z,turnover_rank)","ratio(bb_z,turnover_rank)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|ratio|turnover_rank,nan,,PIT_OK,,,,,c4c83c7dbc4ffeeb,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000077,SYMBOLIC_TEMPLATE_77,BB_CONDITIONAL,"diff(bb_z,turnover_rank)","diff(bb_z,turnover_rank)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|diff|turnover_rank,nan,,PIT_OK,,,,,9a5fd9ca983eaf05,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000078,SYMBOLIC_TEMPLATE_78,BB_CONDITIONAL,"min(bb_z,turnover_rank)","min(bb_z,turnover_rank)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|min|turnover_rank,nan,,PIT_OK,,,,,178a50fc726cbf96,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000079,SYMBOLIC_TEMPLATE_79,BB_CONDITIONAL,"max(bb_z,turnover_rank)","max(bb_z,turnover_rank)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|max|turnover_rank,nan,,PIT_OK,,,,,78e2f0da2e46dfe5,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000080,SYMBOLIC_TEMPLATE_80,BB_CONDITIONAL,"ratio(bb_z,daily_bb_signal_count)","ratio(bb_z,daily_bb_signal_count)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|daily_bb_signal_count|ratio,nan,,PIT_OK,,,,,3cd229f8960795c2,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000081,SYMBOLIC_TEMPLATE_81,BB_CONDITIONAL,"diff(bb_z,daily_bb_signal_count)","diff(bb_z,daily_bb_signal_count)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|daily_bb_signal_count|diff,nan,,PIT_OK,,,,,3783f5313d135588,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000082,SYMBOLIC_TEMPLATE_82,BB_CONDITIONAL,"min(bb_z,daily_bb_signal_count)","min(bb_z,daily_bb_signal_count)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|daily_bb_signal_count|min,nan,,PIT_OK,,,,,a52438a80130f2d4,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000083,SYMBOLIC_TEMPLATE_83,BB_CONDITIONAL,"max(bb_z,daily_bb_signal_count)","max(bb_z,daily_bb_signal_count)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|daily_bb_signal_count|max,nan,,PIT_OK,,,,,34ebbc1ff36af88a,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000084,SYMBOLIC_TEMPLATE_84,BB_CONDITIONAL,"ratio(bb_z,market_up_ratio)","ratio(bb_z,market_up_ratio)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|market_up_ratio|ratio,nan,,PIT_OK,,,,,b393e0871713a4c8,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000085,SYMBOLIC_TEMPLATE_85,BB_CONDITIONAL,"diff(bb_z,market_up_ratio)","diff(bb_z,market_up_ratio)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|diff|market_up_ratio,nan,,PIT_OK,,,,,d34f1f28af9984f3,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000086,SYMBOLIC_TEMPLATE_86,BB_CONDITIONAL,"min(bb_z,market_up_ratio)","min(bb_z,market_up_ratio)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|market_up_ratio|min,nan,,PIT_OK,,,,,897ad673e7ee07b5,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000087,SYMBOLIC_TEMPLATE_87,BB_CONDITIONAL,"max(bb_z,market_up_ratio)","max(bb_z,market_up_ratio)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|market_up_ratio|max,nan,,PIT_OK,,,,,987a3680a90109fd,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000088,SYMBOLIC_TEMPLATE_88,BB_CONDITIONAL,"ratio(bb_z,csi300_ret_5)","ratio(bb_z,csi300_ret_5)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|csi300_ret_5|ratio,nan,,PIT_OK,,,,,0cb28f8f3998527d,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000089,SYMBOLIC_TEMPLATE_89,BB_CONDITIONAL,"diff(bb_z,csi300_ret_5)","diff(bb_z,csi300_ret_5)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|csi300_ret_5|diff,nan,,PIT_OK,,,,,04486c089d5707b4,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000090,SYMBOLIC_TEMPLATE_90,BB_CONDITIONAL,"interaction(bb_z,csi300_ret_5)","interaction(bb_z,csi300_ret_5)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|csi300_ret_5|interaction,nan,,PIT_OK,,,,,26541dda28e68c63,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000091,SYMBOLIC_TEMPLATE_91,BB_CONDITIONAL,"min(bb_z,csi300_ret_5)","min(bb_z,csi300_ret_5)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|csi300_ret_5|min,nan,,PIT_OK,,,,,af42b231b26deedb,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000092,SYMBOLIC_TEMPLATE_92,BB_CONDITIONAL,"max(bb_z,csi300_ret_5)","max(bb_z,csi300_ret_5)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|csi300_ret_5|max,nan,,PIT_OK,,,,,5c44c4faaf98dee0,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000093,SYMBOLIC_TEMPLATE_93,BB_CONDITIONAL,"ratio(bb_z,csi500_ret_5)","ratio(bb_z,csi500_ret_5)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|csi500_ret_5|ratio,nan,,PIT_OK,,,,,d0b7e7b9ea04855b,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000094,SYMBOLIC_TEMPLATE_94,BB_CONDITIONAL,"diff(bb_z,csi500_ret_5)","diff(bb_z,csi500_ret_5)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|csi500_ret_5|diff,nan,,PIT_OK,,,,,bb8ec0fa70df3d6f,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000095,SYMBOLIC_TEMPLATE_95,BB_CONDITIONAL,"interaction(bb_z,csi500_ret_5)","interaction(bb_z,csi500_ret_5)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|csi500_ret_5|interaction,nan,,PIT_OK,,,,,c08a5734eb156e9f,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
AFS_000096,SYMBOLIC_TEMPLATE_96,BB_CONDITIONAL,"min(bb_z,csi500_ret_5)","min(bb_z,csi500_ret_5)",Phase1 Engine S symbolic candidate (auto-generated),machine-proposed symbolic factor,A-SYMBOLIC,bb_z|csi500_ret_5|min,nan,,PIT_OK,,,,,b0667bef050e2a3c,,,,2026-09-11,alpha-factory-phase1-engine-s,,,,,PROPOSED,
