factor_id,request_index,generator,formula,expression_hash,family,final_status,failure_stage,failure_reason,disc_ic,val_ic,test_ic,pass_discovery,fdr_pass
AFS_000131,131,TEMPLATE,"max(distance_to_lower_band,distance_52w_high)",11750d48335abd0f,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0183352680573148,,,False,False
AFS_000132,132,TEMPLATE,"ratio(distance_to_lower_band,log_amount)",dcf55f69807340aa,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0112144661455434,,,False,False
AFS_000133,133,TEMPLATE,"diff(distance_to_lower_band,log_amount)",6e943fa7c7b09081,BB_CONDITIONAL,FAIL,TEST_FAIL,OOS_FAIL,0.0402256940980055,0.1146111821723479,-0.0164397253648967,True,True
AFS_000134,134,TEMPLATE,"interaction(distance_to_lower_band,log_amount)",4a8cbfadcadeb612,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0187630162272568,,,False,False
AFS_000135,135,TEMPLATE,"min(distance_to_lower_band,log_amount)",e1bc2c3ddc1c5e9c,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0160545941857973,,,False,False
AFS_000136,136,TEMPLATE,"max(distance_to_lower_band,log_amount)",7ca4e5389f92b98b,BB_CONDITIONAL,FAIL,VALIDATION_FAIL,OOS_FAIL,-0.0479011339018381,-0.1047776461783815,0.0379465084664229,True,True
AFS_000137,137,TEMPLATE,"ratio(distance_to_lower_band,amount_ratio_5_20)",0796bae587d90312,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0187759832184343,,,False,False
AFS_000138,138,TEMPLATE,"diff(distance_to_lower_band,amount_ratio_5_20)",3277b4bf4436c9c1,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0059090057502937,,,False,False
AFS_000139,139,TEMPLATE,"min(distance_to_lower_band,amount_ratio_5_20)",5d31aa29ecfc2571,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0160545941857973,,,False,False
AFS_000140,140,TEMPLATE,"max(distance_to_lower_band,amount_ratio_5_20)",1b80c047837b3b5d,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0106442157090743,,,False,False
AFS_000141,141,TEMPLATE,"ratio(distance_to_lower_band,turnover_rank)",e731a35e5b6aea2f,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0043227897646857,,,False,False
AFS_000142,142,TEMPLATE,"diff(distance_to_lower_band,turnover_rank)",5118a9f1856a4c77,BB_CONDITIONAL,FAIL,TEST_FAIL,OOS_FAIL,0.0322927651563127,0.1083548812076601,-0.0045528855122192,True,True
AFS_000143,143,TEMPLATE,"interaction(distance_to_lower_band,turnover_rank)",bd166ec9aa048762,BB_CONDITIONAL,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0255706657394566,0.1016234050654349,0.0091377516967619,True,True
AFS_000144,144,TEMPLATE,"min(distance_to_lower_band,turnover_rank)",cba5a704a16e2d23,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0160545941857973,,,False,False
AFS_000145,145,TEMPLATE,"max(distance_to_lower_band,turnover_rank)",7983db15b800c0b0,BB_CONDITIONAL,FAIL,VALIDATION_FAIL,OOS_FAIL,-0.0479011339018381,-0.1047776461783815,0.0379465084664229,True,True
AFS_000146,146,TEMPLATE,"ratio(distance_to_lower_band,daily_bb_signal_count)",034b43efb401fd99,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0160545941857973,,,False,False
AFS_000147,147,TEMPLATE,"diff(distance_to_lower_band,daily_bb_signal_count)",f062c3af0e28ffe2,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0160545941857973,,,False,False
AFS_000148,148,TEMPLATE,"interaction(distance_to_lower_band,daily_bb_signal_count)",9d6455af0ed6c78d,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0160545941857973,,,False,False
AFS_000149,149,TEMPLATE,"min(distance_to_lower_band,daily_bb_signal_count)",d5b7cfb0437f7467,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0160545941857973,,,False,False
AFS_000150,150,TEMPLATE,"max(distance_to_lower_band,daily_bb_signal_count)",3afefc6d7d4b91d5,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000151,151,TEMPLATE,"ratio(distance_to_lower_band,market_up_ratio)",e1c3deb09351c99f,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0160545941857973,,,False,False
AFS_000152,152,TEMPLATE,"diff(distance_to_lower_band,market_up_ratio)",03091a3e4f5c1195,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0160545941857973,,,False,False
AFS_000153,153,TEMPLATE,"interaction(distance_to_lower_band,market_up_ratio)",dd147769c5ba1d35,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0160545941857973,,,False,False
AFS_000154,154,TEMPLATE,"min(distance_to_lower_band,market_up_ratio)",2cfbfd3bc1362c41,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0160545941857973,,,False,False
AFS_000155,155,TEMPLATE,"max(distance_to_lower_band,market_up_ratio)",c36e67edd6748d05,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000156,156,TEMPLATE,"ratio(distance_to_lower_band,csi300_ret_5)",a5a327c8867cb4dc,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.002556819560071,,,False,False
AFS_000157,157,TEMPLATE,"diff(distance_to_lower_band,csi300_ret_5)",6fa37ddb179a1da0,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0160545941857973,,,False,False
AFS_000158,158,TEMPLATE,"interaction(distance_to_lower_band,csi300_ret_5)",cbe9e3cbf6d00582,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.002556819560071,,,False,False
AFS_000159,159,TEMPLATE,"min(distance_to_lower_band,csi300_ret_5)",31b5e298cf82eafd,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0097790727404778,,,False,False
AFS_000160,160,TEMPLATE,"max(distance_to_lower_band,csi300_ret_5)",af69e31c5ff2d1ad,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0193609726765679,,,False,False
AFS_000161,161,TEMPLATE,"ratio(distance_to_lower_band,csi500_ret_5)",6caca851e1543435,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0007715474491671,,,False,False
AFS_000162,162,TEMPLATE,"diff(distance_to_lower_band,csi500_ret_5)",6b3e3c83c9b6e0de,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0160545941857973,,,False,False
AFS_000163,163,TEMPLATE,"interaction(distance_to_lower_band,csi500_ret_5)",da38192d98dd98fc,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0007715474491671,,,False,False
AFS_000164,164,TEMPLATE,"min(distance_to_lower_band,csi500_ret_5)",f63197266d03e5e5,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0147153973290916,,,False,False
AFS_000165,165,TEMPLATE,"max(distance_to_lower_band,csi500_ret_5)",fd45e01c5a2a4c69,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0144172306070691,,,False,False
AFS_000166,166,TEMPLATE,"ratio(distance_to_lower_band,gap_pct)",d3cbaf723f5f63e1,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.018062334701935,,,False,False
AFS_000167,167,TEMPLATE,"diff(distance_to_lower_band,gap_pct)",35d442bc17deaef0,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0110134771053094,,,False,False
AFS_000168,168,TEMPLATE,"interaction(distance_to_lower_band,gap_pct)",363fdbcc012b4ef4,BB_CONDITIONAL,FAIL,TEST_FAIL,OOS_FAIL,-0.0274058076951319,-0.0158927264420124,-0.0085983220187999,True,True
AFS_000169,169,TEMPLATE,"min(distance_to_lower_band,gap_pct)",b1876be80cb9df2c,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0188416180728056,,,False,False
AFS_000170,170,TEMPLATE,"max(distance_to_lower_band,gap_pct)",5e614ea169fbed17,BB_CONDITIONAL,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0280935275769061,0.0205012291820489,0.0077677455412317,True,True
AFS_000171,171,TEMPLATE,"ratio(ret_5d,ret_20d)",d85dc3273ff1303b,INTERACTION,FAIL,TEST_FAIL,OOS_FAIL,-0.0335185171453415,0.0165032499331603,-0.0062291415148817,True,True
AFS_000172,172,TEMPLATE,"interaction(ret_5d,ret_20d)",002da6c0146feeb2,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0180212468783281,,,False,False
AFS_000173,173,TEMPLATE,"min(ret_5d,ret_20d)",1896e05800b5e92b,PRICE_REVERSAL,FAIL,FDR_FAIL,MULTIPLE_TESTING_FAIL,0.0203284301062088,,,True,False
AFS_000174,174,TEMPLATE,"max(ret_5d,ret_20d)",ae3a4508a14e8f66,PRICE_REVERSAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0180453638191619,,,False,False
AFS_000175,175,TEMPLATE,"diff(ret_5d,atr14_pct)",8a9fe42d325aaf1b,INTERACTION,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0435562964009796,0.0468564417571053,0.0536121927620322,True,True
AFS_000176,176,TEMPLATE,"interaction(ret_5d,atr14_pct)",3739b80a75658972,INTERACTION,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0432052078957785,0.045975608841036,0.056910135675835,True,True
AFS_000177,177,TEMPLATE,"min(ret_5d,atr14_pct)",5ce1af0deaa835c4,PRICE_REVERSAL,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0385247023437098,0.0450534556435695,0.048207843937197,True,True
AFS_000178,178,TEMPLATE,"max(ret_5d,atr14_pct)",f33222aa4a668899,PRICE_REVERSAL,FAIL,TEST_FAIL,OOS_FAIL,-0.044791566672776,-0.0385745812827055,-0.0636965942220211,True,True
AFS_000179,179,TEMPLATE,"ratio(ret_5d,bb_width)",911b231048f4f48b,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0045539357536698,,,False,False
AFS_000180,180,TEMPLATE,"diff(ret_5d,bb_width)",52bf04cc3bd6051c,INTERACTION,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0307490060040496,0.1056804050184202,0.02778253970784,True,True
AFS_000181,181,TEMPLATE,"interaction(ret_5d,bb_width)",acab6df2bbdef4a6,INTERACTION,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0305275613130092,0.1076371011143247,0.0259659955550697,True,True
AFS_000182,182,TEMPLATE,"min(ret_5d,bb_width)",4fc27f5ea7d73eac,PRICE_REVERSAL,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0385247023437098,0.0450534556435695,0.048207843937197,True,True
AFS_000183,183,TEMPLATE,"max(ret_5d,bb_width)",2eec9262ae8227f2,PRICE_REVERSAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0140719626352007,,,False,False
AFS_000184,184,TEMPLATE,"ratio(ret_5d,drawdown_20)",097951e7ee293b89,INTERACTION,FAIL,TEST_FAIL,OOS_FAIL,-0.0229958178703163,-0.0095067986757879,-0.0148961664396876,True,True
AFS_000185,185,TEMPLATE,"diff(ret_5d,drawdown_20)",d010d7fb7790652a,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0020706283673615,,,False,False
AFS_000186,186,TEMPLATE,"interaction(ret_5d,drawdown_20)",60a148d52a37e189,INTERACTION,FAIL,TEST_FAIL,OOS_FAIL,-0.0387977196886299,-0.0522411237709553,-0.0492009430242086,True,True
AFS_000187,187,TEMPLATE,"min(ret_5d,drawdown_20)",508cf0dfef15672f,PRICE_REVERSAL,FAIL,NO_KEEP_WEAK,UNSTABLE,0.036561879659625,0.0498018432967748,0.0481507175068686,True,True
AFS_000188,188,TEMPLATE,"max(ret_5d,drawdown_20)",a136d5e5ec6fe8d5,PRICE_REVERSAL,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0385247023437098,0.0450534556435695,0.048207843937197,True,True
AFS_000189,189,TEMPLATE,"ratio(ret_5d,distance_52w_high)",e4381ba45fa22f4a,INTERACTION,FAIL,TEST_FAIL,OOS_FAIL,-0.0283727889101721,0.0209346018606004,-0.0516095542449248,True,True
AFS_000190,190,TEMPLATE,"diff(ret_5d,distance_52w_high)",45ef2a39a7ae1ef3,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0128335839623458,,,False,False
AFS_000191,191,TEMPLATE,"interaction(ret_5d,distance_52w_high)",e2fda8f73ce99923,INTERACTION,FAIL,TEST_FAIL,OOS_FAIL,-0.0399888398548014,-0.0755839263633486,-0.0157773078513955,True,True
AFS_000192,192,TEMPLATE,"min(ret_5d,distance_52w_high)",a1daa011852f12b8,PRICE_REVERSAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0110139262056253,,,False,False
AFS_000193,193,TEMPLATE,"max(ret_5d,distance_52w_high)",63e448220bcdb097,PRICE_REVERSAL,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0387637427644715,0.0450534556435695,0.048207843937197,True,True
AFS_000194,194,TEMPLATE,"ratio(ret_5d,log_amount)",90715867ff2e7a22,INTERACTION,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0331315318305726,0.0291401804919265,0.0605196430024496,True,True
AFS_000195,195,TEMPLATE,"diff(ret_5d,log_amount)",c1747f6ee7a270b2,INTERACTION,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0504378374263314,0.075584462165409,0.0353418438890449,True,True
AFS_000196,196,TEMPLATE,"interaction(ret_5d,log_amount)",ad30a2b95d64226a,INTERACTION,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0457397750055702,0.0600014931734711,0.0375451555673887,True,True
AFS_000197,197,TEMPLATE,"min(ret_5d,log_amount)",a8dd5b663afeb27d,PRICE_REVERSAL,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0385247023437098,0.0450534556435695,0.048207843937197,True,True
AFS_000198,198,TEMPLATE,"max(ret_5d,log_amount)",c364bc691f5978da,PRICE_REVERSAL,FAIL,VALIDATION_FAIL,OOS_FAIL,-0.0479011339018381,-0.1047776461783815,0.0379465084664229,True,True
AFS_000199,199,TEMPLATE,"ratio(ret_5d,amount_ratio_5_20)",1c91de018c456568,INTERACTION,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0472375426614764,0.0591424600221056,0.0274463099124964,True,True
AFS_000200,200,TEMPLATE,"diff(ret_5d,amount_ratio_5_20)",61facc456b4637bb,INTERACTION,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0390505234606739,0.045239372203469,0.0517022196185296,True,True
AFS_000201,201,TEMPLATE,"interaction(ret_5d,amount_ratio_5_20)",91a6e02d7443b850,INTERACTION,FAIL,NO_KEEP_WEAK,UNSTABLE,0.027353572536769,0.0363647864949998,0.0567386330431117,True,True
AFS_000202,202,TEMPLATE,"min(ret_5d,amount_ratio_5_20)",4f9e4a20b4055cf8,INTERACTION,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0385247023437098,0.0450534556435695,0.048207843937197,True,True
AFS_000203,203,TEMPLATE,"max(ret_5d,amount_ratio_5_20)",cfd7e82839d119d2,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0106442157090743,,,False,False
AFS_000204,204,TEMPLATE,"ratio(ret_5d,turnover_rank)",48664f2db7729f6c,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0102906714527337,,,False,False
AFS_000205,205,TEMPLATE,"diff(ret_5d,turnover_rank)",4a6b7825dd3f5bd1,INTERACTION,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0412095915118583,0.051847180430177,0.0428521270245183,True,True
AFS_000206,206,TEMPLATE,"interaction(ret_5d,turnover_rank)",6fa341d8b61177c5,INTERACTION,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0547369390354928,0.0972479238111399,0.016205266102915,True,True
AFS_000207,207,TEMPLATE,"min(ret_5d,turnover_rank)",1f9e8058bca6caf6,CROSS_SECTIONAL,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0385247023437098,0.0450534303924988,0.048207843937197,True,True
AFS_000208,208,TEMPLATE,"max(ret_5d,turnover_rank)",d70ad1c882fea224,CROSS_SECTIONAL,FAIL,VALIDATION_FAIL,OOS_FAIL,-0.049322707579323,-0.1047591913790496,0.0379465084664229,True,True
AFS_000209,209,TEMPLATE,"ratio(ret_5d,daily_bb_signal_count)",434e674c95629734,INTERACTION,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0385247023437098,0.0450534556435695,0.048207843937197,True,True
AFS_000210,210,TEMPLATE,"diff(ret_5d,daily_bb_signal_count)",095cd8c9b7639843,INTERACTION,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0385247023437098,0.0450534556435695,0.048207843937197,True,True
AFS_000211,211,RANDOM,"diff(daily_range_pct,ret_1d)",b90421d3d842bdf5,INTERACTION,FAIL,TEST_FAIL,OOS_FAIL,-0.0311678374951366,-0.0216185026137671,-0.0303084506281833,True,True
AFS_000212,212,RANDOM,"max(daily_bb_up_ratio,daily_bb_signal_count)",8a4b19801707e6ef,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000213,213,RANDOM,cs_rank(bb_z),f4ce134c9037414a,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.009291009617352,,,False,False
AFS_000214,214,RANDOM,sign(ret_20d),64a7867abf5f3247,PRICE_REVERSAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000215,215,RANDOM,"max(csi1000_ret_5,daily_bb_up_ratio)",b484086bd6a4031b,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000216,216,RANDOM,abs(csi500_ret_5),3c4cab0a32f902b3,PRICE_REVERSAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000217,217,RANDOM,"diff(gap_pct,ret_10d)",0ea32ef8ddf812a3,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0181031534795392,,,False,False
AFS_000218,218,RANDOM,sign(atr14_pct),9993a3de5bf251fa,VOLATILITY,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000219,219,RANDOM,"max(csi500_ret_1,csi500_ret_20)",b5b2f2de2fc12a0b,PRICE_REVERSAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000220,220,RANDOM,"interaction(csi300_ret_5,gap_pct)",38ad16c0f31d5131,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0122744586567709,,,False,False
AFS_000221,221,RANDOM,abs(daily_bb_down_ratio),0cb627a1869d567f,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000222,222,RANDOM,"diff(csi300_ret_1,atr14_pct)",39a163985ff8544a,INTERACTION,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0447915783159224,0.0385746119716812,0.0636964999673511,True,True
AFS_000223,223,RANDOM,"diff(csi500_ret_20,turnover_rank)",4420ca79e491a8e9,INTERACTION,FAIL,TEST_FAIL,OOS_FAIL,0.0480631370591866,0.1047776461783815,-0.0379465084664229,True,True
AFS_000224,224,RANDOM,"max(csi500_ret_1,csi1000_ret_20)",382036a88cd91798,PRICE_REVERSAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000225,225,RANDOM,abs(csi1000_ret_20),44271a5a00683985,PRICE_REVERSAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000226,226,RANDOM,cs_zscore(csi300_ret_1),7b83726dab9cbbd2,CROSS_SECTIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000227,227,RANDOM,"ratio(realized_vol_20,volume_ratio_5_20)",06d0b83a43fc0871,INTERACTION,FAIL,TEST_FAIL,OOS_FAIL,-0.0431430334606536,-0.0314892192650783,-0.0063341245763355,True,True
AFS_000228,228,RANDOM,"max(csi300_ret_5,csi1000_ret_1)",fca93c334e966609,PRICE_REVERSAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000229,229,RANDOM,"diff(volume_ratio_5_20,log_amount)",cc2d27a2c686e5a2,INTERACTION,FAIL,TEST_FAIL,OOS_FAIL,0.0500860250715848,0.1117512810536688,-0.0530281754019055,True,True
AFS_000230,230,RANDOM,abs(ret_20d),1d709ffbcbbda311,PRICE_REVERSAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0014037988726999,,,False,False
AFS_000231,231,RANDOM,abs(BB_width),895ce756c17eb5fa,VOLATILITY,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0140719626352007,,,False,False
AFS_000232,232,RANDOM,cs_rank(turnover_rank),dc661ef84d81d8a8,CROSS_SECTIONAL,FAIL,VALIDATION_FAIL,OOS_FAIL,-0.0479011339018381,-0.1047776461783815,0.0379465084664229,True,True
AFS_000233,233,RANDOM,"interaction(csi1000_ret_5,csi300_ret_20)",9e4f4c7d9ebd7006,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000234,234,RANDOM,"ratio(drawdown_20,csi500_ret_5)",fed3a5f966d26b2c,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0129201691232578,,,False,False
AFS_000235,235,RANDOM,"max(csi1000_ret_1,csi1000_ret_5)",00a6c13f297a42fb,PRICE_REVERSAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000236,236,RANDOM,cs_zscore(daily_bb_up_ratio),f2dc5fc3251718e9,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000237,237,RANDOM,cs_zscore(csi500_ret_1),fb6d7857903efbee,CROSS_SECTIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000238,238,RANDOM,abs(realized_vol_20),ce24dbccca225268,VOLATILITY,FAIL,TEST_FAIL,OOS_FAIL,-0.0452410195809355,-0.0278389441162749,-0.0357386397315667,True,True
AFS_000239,239,RANDOM,cs_zscore(realized_vol_20),9c199edda9c03b6a,CROSS_SECTIONAL,FAIL,TEST_FAIL,OOS_FAIL,-0.0452410195809355,-0.0278389441162749,-0.0357386397315667,True,True
AFS_000240,240,RANDOM,sign(daily_bb_signal_count),c7a4f6baa71ff210,PRICE_REVERSAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000241,241,RANDOM,cs_rank(BB_width),2bb1760d87cc5428,CROSS_SECTIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0140719626352007,,,False,False
AFS_000242,242,RANDOM,"max(ret_1d,drawdown_20)",8201af4a7ae619e8,PRICE_REVERSAL,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0326183363016324,0.0233198895621245,0.0247077946991548,True,True
AFS_000243,243,RANDOM,cs_zscore(csi300_ret_5),36169e64afac4260,CROSS_SECTIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000244,244,RANDOM,abs(gap_pct),267826ac49e08d0b,GAP,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0148790536751595,,,False,False
AFS_000245,245,RANDOM,cs_rank(amount_ratio_5_20),e52d7dc087c758f7,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0106442157090743,,,False,False
AFS_000246,246,RANDOM,"ratio(amount_ratio_5_20,ret_10d)",da853101e8c086e7,INTERACTION,FAIL,TEST_FAIL,OOS_FAIL,-0.0320631133894312,-0.0393694519761934,-0.0223040457321226,True,True
AFS_000247,247,RANDOM,"min(volume_ratio_5_20,bb_z)",678808b6c0a7cacd,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.009291009617352,,,False,False
AFS_000248,248,RANDOM,cs_rank(drawdown_60),b80cce104c384d6b,CROSS_SECTIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0014582977978488,,,False,False
AFS_000249,249,RANDOM,sign(ret_3d),889e5bed7f6fbaa8,PRICE_REVERSAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000250,250,RANDOM,"interaction(amount_ratio_5_20,ret_10d)",48df9cb0bfe959df,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0186516052273787,,,False,False
AFS_000251,251,RANDOM,"interaction(realized_vol_20,ret_20d)",7c63fd6390869c70,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.01845165874298,,,False,False
AFS_000252,252,RANDOM,"min(turnover_rank,bb_width)",3226c6e19953de85,CROSS_SECTIONAL,FAIL,VALIDATION_FAIL,OOS_FAIL,-0.0481724703114391,-0.1070042622800731,0.0247364558277464,True,True
AFS_000253,253,RANDOM,sign(signal_count_last_20d),aae3cf561eb219c1,PRICE_REVERSAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000254,254,RANDOM,"diff(csi1000_ret_5,ret_60d)",d2109573420594d3,INTERACTION,FAIL,VALIDATION_FAIL,OOS_FAIL,0.0280120775674929,-0.0162993755944797,7.011939598589888e-05,True,True
AFS_000255,255,RANDOM,"min(daily_bb_up_ratio,amount_ratio_5_20)",c8eb999bf4cc14f9,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000256,256,RANDOM,"diff(daily_bb_signal_count,BB_width)",2f19b20addf7f9ed,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0140719626352007,,,False,False
AFS_000257,257,RANDOM,cs_zscore(turnover_rank),c9000e33dd272ba5,CROSS_SECTIONAL,FAIL,VALIDATION_FAIL,OOS_FAIL,-0.0479011339018381,-0.1047776461783815,0.0379465084664229,True,True
AFS_000258,258,RANDOM,sign(csi1000_ret_20),5ffe42258e5838d0,PRICE_REVERSAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000259,259,RANDOM,sign(bb_width),c4fb060925b35c59,VOLATILITY,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000260,260,RANDOM,"max(bb_width,drawdown_20)",9ad970afa0cabdb0,PRICE_REVERSAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0140719626352007,,,False,False
AFS_000261,261,RANDOM,"diff(daily_range_pct,volume_ratio_5_20)",cd2112c666fb6049,INTERACTION,FAIL,TEST_FAIL,OOS_FAIL,-0.0254940693207686,-0.019423490848019,-0.0424306920601507,True,True
AFS_000262,262,RANDOM,abs(csi300_ret_1),ab7f106a5d1d6429,PRICE_REVERSAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000263,263,RANDOM,"min(days_since_first_signal,market_down_ratio)",4b15fa6669bd0bc1,INTERACTION,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
