episode_id,ts_code,stock_name,signal_date,entry_date,exit_date,exit_type,levels_used,hold_days,total_cost,pnl,simple_return_pct
24854,002943.SZ,宇晶股份,2022-04-21,2022-04-22,2022-05-18,TAKE_PROFIT_DYN,2,15,396238.73529239994,178977.06044028018,45.16899649101849
22440,600343.SH,航天动力,2022-03-07,2022-03-08,2022-05-30,TAKE_PROFIT_DYN,5,54,997780.8805965,178902.2811607204,17.93001696462332
52624,002837.SZ,英维克,2024-01-29,2024-01-30,2024-03-04,TAKE_PROFIT_DYN,2,18,399472.80593219993,178852.9871700001,44.772255961862825
28705,688320.SH,禾川科技,2022-08-23,2022-08-24,2022-10-26,TAKE_PROFIT_DYN,5,39,987016.33154124,178757.52727913996,18.110898631232125
50303,000681.SZ,视觉中国,2023-12-26,2023-12-27,2024-03-21,TAKE_PROFIT_DYN,4,54,797238.4631211,178657.67570706017,22.409565515396135
25592,000151.SZ,中成股份,2022-04-26,2022-04-27,2022-05-20,TAKE_PROFIT_DYN,2,14,399770.18022942,178610.45077997993,44.67828257662416
51522,600302.SH,ST标准,2024-01-18,2024-01-19,2024-04-01,TAKE_PROFIT_DYN,5,45,998663.9921458198,178553.3501961003,17.879221800361943
52060,300410.SZ,正业科技,2024-01-22,2024-01-23,2024-03-21,TAKE_PROFIT_DYN,4,36,799473.2760214199,178463.26692018006,22.32260567961731
54925,600653.SH,申华控股,2024-04-15,2024-04-16,2024-06-04,TAKE_PROFIT_DYN,5,32,1000056.74516748,178441.34006952017,17.84312149603436
52861,603266.SH,天龙股份,2024-01-31,2024-02-01,2024-03-14,TAKE_PROFIT_DYN,3,24,597680.28448128,178136.46233856003,29.80464086968548
52620,002611.SZ,东方精工,2024-01-29,2024-01-30,2024-02-26,TAKE_PROFIT_DYN,3,13,599659.7760153,178111.52621262008,29.702096644894137
39046,002992.SZ,宝明科技,2023-04-21,2023-04-24,2023-05-10,TAKE_PROFIT_DYN,2,9,399413.7315768599,178110.83743146004,44.593068127199786
17296,003011.SZ,海象新材,2021-10-11,2021-10-12,2021-11-23,TAKE_PROFIT_DYN,2,30,398024.98359623994,178092.77023548016,44.74411847878852
51177,300925.SZ,法本信息,2024-01-17,2024-01-18,2024-03-14,TAKE_PROFIT_DYN,4,34,798402.9288034799,177986.34096012008,22.292796599188065
51995,002947.SZ,恒铭达,2024-01-22,2024-01-23,2024-03-04,TAKE_PROFIT_DYN,3,23,596415.6927729,177633.16966098011,29.783450001980132
52904,002767.SZ,先锋电子,2024-02-01,2024-02-02,2024-05-23,TAKE_PROFIT_DYN,3,68,598648.5031526999,177448.74932070007,29.64155900936704
52086,300594.SZ,朗进科技,2024-01-22,2024-01-23,2024-03-07,TAKE_PROFIT_DYN,4,26,797511.80717208,177240.34774512006,22.22416598114098
51754,603803.SH,瑞斯康达,2024-01-19,2024-01-22,2024-06-19,TAKE_PROFIT_DYN,5,95,997941.0822381,176852.53153854015,17.721740760677964
49746,002322.SZ,理工环科,2023-12-20,2023-12-21,2024-04-01,TAKE_PROFIT_DYN,4,65,798447.9855151799,176835.23348634015,22.147370485535305
60953,600193.SH,创兴资源,2024-09-12,2024-09-13,2024-10-23,TAKE_PROFIT_DYN,2,21,399823.2470231999,176808.5315092802,44.22167365846559
52821,300478.SZ,杭州高新,2024-01-31,2024-02-01,2024-03-19,TAKE_PROFIT_DYN,3,27,599069.0324619,176759.69324705994,29.50573033639518
48805,002116.SZ,中国海诚,2023-12-08,2023-12-11,2024-01-26,TAKE_PROFIT_DYN,4,33,799038.72906858,176689.7053119,22.11278363413785
52679,688609.SH,九联科技,2024-01-29,2024-01-30,2024-03-07,TAKE_PROFIT_DYN,2,21,399226.49590824,176574.74631192,44.22921527545725
52453,603829.SH,洛凯股份,2024-01-22,2024-01-23,2024-04-09,TAKE_PROFIT_DYN,5,47,997959.1049227798,176451.18440202018,17.681203922246254
52065,300445.SZ,康斯特,2024-01-22,2024-01-23,2024-03-08,TAKE_PROFIT_DYN,3,27,598338.1124721,176431.47979050002,29.486919872370137
25130,000042.SZ,中洲控股,2022-04-25,2022-04-26,2022-05-16,TAKE_PROFIT_DYN,2,11,399642.01891614,176373.96530706005,44.13298826419701
23352,300778.SZ,新城市,2022-03-14,2022-03-15,2022-05-10,TAKE_PROFIT_DYN,4,35,796389.3944206199,176173.86488328,22.12157345609154
24914,600361.SH,创新新材,2022-04-21,2022-04-22,2022-06-28,TAKE_PROFIT_DYN,3,43,599469.5365659,176058.78097194002,29.36909554745753
50796,600183.SH,生益科技,2024-01-08,2024-01-09,2024-03-20,TAKE_PROFIT_DYN,4,45,796459.4826388198,175989.73084506008,22.09650769201379
29632,600850.SH,电科数字,2022-08-31,2022-09-01,2022-10-31,TAKE_PROFIT_DYN,4,36,796115.0491093799,175836.59480214014,22.086832173170187
52261,600557.SH,康缘药业,2024-01-22,2024-01-23,2024-03-11,TAKE_PROFIT_DYN,3,28,597327.8408697599,175831.58904696023,29.436362582888243
50938,301517.SZ,陕西华达,2024-01-10,2024-01-11,2024-02-28,TAKE_PROFIT_DYN,5,28,988382.0505358798,175786.28859132016,17.785257077059683
22266,002088.SZ,鲁阳节能,2022-02-28,2022-03-01,2022-05-06,TAKE_PROFIT_DYN,4,43,796474.5015427199,175668.70869072014,22.055785634124025
50810,601231.SH,环旭电子,2024-01-08,2024-01-09,2024-03-19,TAKE_PROFIT_DYN,5,44,998326.5674382,175379.96215080027,17.567394064333257
22683,300694.SZ,蠡湖股份,2022-03-08,2022-03-09,2022-06-23,TAKE_PROFIT_DYN,5,70,998186.3910017998,175017.64698179998,17.53356372712603
25104,601279.SH,英利汽车,2022-04-22,2022-04-25,2022-06-02,TAKE_PROFIT_DYN,2,25,399810.23063982,174992.50021122,43.76889003845096
58895,603565.SH,中谷物流,2024-07-10,2024-07-11,2024-09-30,TAKE_PROFIT_DYN,5,55,998797.1597603998,174824.51936400018,17.503505857579594
51078,002355.SZ,兴民智通,2024-01-17,2024-01-18,2024-03-19,TAKE_PROFIT_DYN,5,37,998882.2668824998,174665.54242566007,17.486099034552815
49435,688627.SH,精智达,2023-12-15,2023-12-18,2024-03-12,TAKE_PROFIT_DYN,5,54,974663.7837136198,174635.7592933803,17.917538561655697
51693,301036.SZ,双乐股份,2024-01-19,2024-01-22,2024-03-05,TAKE_PROFIT_DYN,5,25,996225.92341272,174542.78361959988,17.520401699815004
22936,688190.SH,云路股份,2022-03-08,2022-03-09,2022-06-02,TAKE_PROFIT_DYN,3,56,591088.9881897,174314.25104165997,29.49035670170813
24378,600200.SH,,2022-04-11,2022-04-12,2022-05-12,TAKE_PROFIT_DYN,3,19,599437.49623758,174269.94350076013,29.072245996384964
17234,603699.SH,纽威股份,2021-09-29,2021-09-30,2022-01-07,TAKE_PROFIT_DYN,5,65,998563.8661198198,174127.33285614022,17.437776266905928
13834,300151.SZ,昌红科技,2021-07-09,2021-07-12,2021-08-16,TAKE_PROFIT_DYN,3,25,598873.7867111999,174096.3222360001,29.07061990341482
39351,688079.SH,美迪凯,2023-04-21,2023-04-24,2023-06-01,TAKE_PROFIT_DYN,4,25,797983.4007545399,174001.1686185602,21.805111291040884
50771,300936.SZ,中英科技,2024-01-08,2024-01-09,2024-03-04,TAKE_PROFIT_DYN,5,33,992067.6895529398,173978.3404438201,17.53694251671686
50726,002997.SZ,瑞鹄模具,2024-01-08,2024-01-09,2024-03-13,TAKE_PROFIT_DYN,5,40,992934.7809380998,173928.80824110028,17.516639720967042
52989,605178.SH,时空科技,2024-02-02,2024-02-05,2024-03-06,TAKE_PROFIT_DYN,2,16,398559.6565750799,173731.77113292005,43.58990386178055
20560,300869.SZ,康泰医学,2022-01-21,2022-01-24,2022-02-21,TAKE_PROFIT_DYN,3,15,598209.95115882,173698.56108774,29.036387768418187
50436,600126.SH,杭钢股份,2023-12-26,2023-12-27,2024-02-27,TAKE_PROFIT_DYN,5,37,999324.82391742,173691.92130642012,17.38092731705955
50744,300537.SZ,广信材料,2024-01-08,2024-01-09,2024-03-05,TAKE_PROFIT_DYN,5,34,995111.5207433398,173656.71180594037,17.45097993400984
8544,002979.SZ,雷赛智能,2020-12-22,2020-12-23,2021-03-01,TAKE_PROFIT_DYN,5,42,989884.94218614,173568.17046348017,17.53417625286415
48583,300322.SZ,硕贝德,2023-12-06,2023-12-07,2024-03-29,TAKE_PROFIT_DYN,5,74,998551.8509967,173352.8540205001,17.36042588549295
50040,300766.SZ,每日互动,2023-12-22,2023-12-25,2024-03-01,TAKE_PROFIT_DYN,5,42,997245.2063574,173291.90881860023,17.377061099303457
24581,002883.SZ,中设股份,2022-04-15,2022-04-18,2022-05-12,TAKE_PROFIT_DYN,3,15,597878.53401276,173280.6745475399,28.98258838372038
23967,603937.SH,丽岛新材,2022-03-15,2022-03-16,2022-05-20,TAKE_PROFIT_DYN,4,42,797992.4120968799,173056.27597434015,21.686456331032172
50772,300946.SZ,恒而达,2024-01-08,2024-01-09,2024-02-27,TAKE_PROFIT_DYN,5,29,993587.60262762,172868.70432150015,17.39843611819787
6619,688568.SH,中科星图,2020-10-30,2020-11-02,2021-01-05,TAKE_PROFIT_DYN,5,45,985752.74109312,172712.66299775988,17.520890969700524
52075,300514.SZ,友讯达,2024-01-22,2024-01-23,2024-05-13,TAKE_PROFIT_DYN,5,68,996855.71611626,172643.2286693399,17.318778021553232
48330,300926.SZ,博俊科技,2023-12-05,2023-12-06,2024-02-27,TAKE_PROFIT_DYN,4,52,796497.5305286999,172498.76816634007,21.657162960924524
52648,301266.SZ,宇邦新材,2024-01-29,2024-01-30,2024-03-08,TAKE_PROFIT_DYN,3,22,594047.7122579999,172368.60132491996,29.01595238364605
22755,600184.SH,光电股份,2022-03-08,2022-03-09,2022-06-15,TAKE_PROFIT_DYN,5,64,997420.4269029,172219.67929998017,17.266508149902364
8463,002316.SZ,亚联发展,2020-12-18,2020-12-21,2021-03-01,TAKE_PROFIT_DYN,4,44,799723.59108642,172182.15672713995,21.530208517824448
25031,000953.SZ,河化股份,2022-04-22,2022-04-25,2022-05-17,TAKE_PROFIT_DYN,2,13,399157.4089503,172177.17328097997,43.135156562362134
49862,603000.SH,人民网,2023-12-20,2023-12-21,2024-03-01,TAKE_PROFIT_DYN,5,44,991893.4702677,172119.14330094005,17.35258356469341
50735,300337.SZ,银邦股份,2024-01-08,2024-01-09,2024-03-25,TAKE_PROFIT_DYN,5,48,998459.73505278,171727.9958572199,17.199291050844643
38586,002835.SZ,同为股份,2023-04-18,2023-04-19,2023-06-01,TAKE_PROFIT_DYN,3,28,597371.8963211998,171627.20241120015,28.73037775431575
50722,002870.SZ,香山股份,2024-01-08,2024-01-09,2024-03-12,TAKE_PROFIT_DYN,5,39,990798.09154326,171618.33505013993,17.321221802398554
10911,603212.SH,赛伍技术,2021-04-09,2021-04-12,2021-06-29,TAKE_PROFIT_DYN,4,52,796189.1423686199,171490.1734675801,21.538873659769596
22705,300903.SZ,科翔股份,2022-03-08,2022-03-09,2022-05-26,TAKE_PROFIT_DYN,5,51,994603.88179152,171428.3920152001,17.235845863221094
23923,603067.SH,振华股份,2022-03-15,2022-03-16,2022-06-09,TAKE_PROFIT_DYN,4,55,797427.7013102398,171131.62231728027,21.46045616876575
52305,600860.SH,京城股份,2024-01-22,2024-01-23,2024-02-29,TAKE_PROFIT_DYN,3,21,598829.73125976,171087.41266848007,28.570293647338275
16076,002824.SZ,和胜股份,2021-09-17,2021-09-22,2021-10-15,TAKE_PROFIT_DYN,3,12,595162.1149273799,171073.2405148201,28.743973486231393
51515,600218.SH,全柴动力,2024-01-18,2024-01-19,2024-03-04,TAKE_PROFIT_DYN,4,25,798875.5236461997,170931.3465459603,21.396493131470773
23274,000663.SZ,永安林业,2022-03-14,2022-03-15,2022-05-20,TAKE_PROFIT_DYN,5,43,999160.61723478,170896.54481478024,17.10401129377415
28754,002649.SZ,博彦科技,2022-08-24,2022-08-25,2022-11-18,TAKE_PROFIT_DYN,5,55,997781.8818567598,170868.4650162002,17.124831400850177
24125,000762.SZ,西藏矿业,2022-04-06,2022-04-07,2022-05-23,TAKE_PROFIT_DYN,4,29,797222.4429569399,170666.39854386018,21.407625945758568
52117,300798.SZ,锦鸡股份,2024-01-22,2024-01-23,2024-03-21,TAKE_PROFIT_DYN,3,36,599512.5907570799,170652.11687964003,28.46514310302243
22303,002013.SZ,中航机电,2022-03-04,2022-03-07,2022-06-13,TAKE_PROFIT_DYN,4,64,798313.8166403399,170650.58993874,21.376379361303517
24775,000628.SZ,高新发展,2022-04-21,2022-04-22,2022-06-01,TAKE_PROFIT_DYN,2,25,399366.67234464,170599.00887792016,42.71738747661421
18193,688039.SH,当虹科技,2021-10-28,2021-10-29,2021-11-23,TAKE_PROFIT_DYN,2,17,392912.54870868,170454.07182024,43.38219086675723
31008,688133.SH,泰坦科技,2022-09-19,2022-09-20,2022-10-17,TAKE_PROFIT_DYN,3,14,580955.2330982399,170284.07120616024,29.311048684084252
31444,688237.SH,超卓航科,2022-09-26,2022-09-27,2022-10-17,TAKE_PROFIT_DYN,3,9,588492.7203355199,170093.95060752018,28.90332279905583
7782,300863.SZ,卡倍亿,2020-12-10,2020-12-11,2021-01-05,TAKE_PROFIT_DYN,4,16,762840.1668888,170069.86151892017,22.294298189952475
52534,688778.SH,厦钨新能,2024-01-22,2024-01-23,2024-05-06,TAKE_PROFIT_DYN,5,63,992637.40664088,170008.61532732018,17.126960377469082
52822,300548.SZ,博创科技,2024-01-31,2024-02-01,2024-03-04,TAKE_PROFIT_DYN,2,16,397342.1240989199,169720.51850820007,42.71395057674466
37562,003004.SZ,声迅股份,2023-03-16,2023-03-17,2023-05-11,TAKE_PROFIT_DYN,4,35,792453.4403385599,169656.48378432007,21.409015993651025
51751,603583.SH,捷昌驱动,2024-01-19,2024-01-22,2024-04-03,TAKE_PROFIT_DYN,5,46,994737.0494061,169431.2897211,17.032771607557763
22799,600744.SH,华银电力,2022-03-08,2022-03-09,2022-05-13,TAKE_PROFIT_DYN,4,42,799337.10462606,169429.74918353988,21.196282294789913
52188,301489.SZ,思泉新材,2024-01-22,2024-01-23,2024-03-01,TAKE_PROFIT_DYN,3,22,590503.2509375999,169400.53992708004,28.687486420795516
59496,688443.SH,智翔金泰,2024-08-14,2024-08-15,2024-09-30,TAKE_PROFIT_DYN,5,30,997441.4533683598,169398.1780326002,16.983270292260517
52448,603789.SH,星光农机,2024-01-22,2024-01-23,2024-03-07,TAKE_PROFIT_DYN,4,26,799244.98868214,169373.97500562016,21.19174688663331
49627,688190.SH,云路股份,2023-12-18,2023-12-19,2024-03-04,TAKE_PROFIT_DYN,5,47,982763.97921702,169365.5763445798,17.233596257721555
302,002690.SZ,美亚光电,2020-03-12,2020-03-13,2020-04-20,TAKE_PROFIT_DYN,3,25,595735.8370563599,169298.23790880025,28.418340374709356
51983,002875.SZ,安奈儿,2024-01-22,2024-01-23,2024-02-29,TAKE_PROFIT_DYN,2,21,398922.1127891999,169260.55595064012,42.42947445735641
51510,600179.SH,安通控股,2024-01-18,2024-01-19,2024-06-14,TAKE_PROFIT_DYN,5,93,999553.1112566998,169092.33767910022,16.91679369258397
52050,300335.SZ,迪森股份,2024-01-22,2024-01-23,2024-05-08,TAKE_PROFIT_DYN,4,65,799370.14621464,169067.13765479997,21.15004400094315
16317,603303.SH,得邦照明,2021-09-24,2021-09-27,2022-01-17,TAKE_PROFIT_DYN,5,74,994524.78223098,169037.08421598002,16.996769435627886
50729,300102.SZ,乾照光电,2024-01-08,2024-01-09,2024-03-19,TAKE_PROFIT_DYN,5,44,999187.6512618,168987.6262760401,16.91250147683853
52832,301151.SZ,冠龙节能,2024-01-31,2024-02-01,2024-05-20,TAKE_PROFIT_DYN,4,66,798921.5816181599,168912.76483224006,21.142596309655204
51260,600774.SH,汉商集团,2024-01-17,2024-01-18,2024-03-05,TAKE_PROFIT_DYN,5,27,998609.92409178,168812.67991302,16.904766900504463
51002,688160.SH,步科股份,2024-01-15,2024-01-16,2024-02-26,TAKE_PROFIT_DYN,4,23,794476.9873240199,168625.6979239802,21.22474289556833
52988,605167.SH,利柏特,2024-02-02,2024-02-05,2024-03-20,TAKE_PROFIT_DYN,2,26,399334.63201632,168624.43079327996,42.22634784813471
55881,603615.SH,茶花股份,2024-04-17,2024-04-18,2024-07-04,TAKE_PROFIT_DYN,4,51,798048.48267144,168612.93088596,21.12815631470584
50879,300679.SZ,电连技术,2024-01-09,2024-01-10,2024-03-13,TAKE_PROFIT_DYN,4,39,794704.2734030399,168551.1426812401,21.209291093840413
56387,300461.SZ,田中精机,2024-05-29,2024-05-30,2024-06-19,TAKE_PROFIT_DYN,3,13,598204.9448575199,168412.01511816005,28.15289585382353
51359,001316.SZ,润贝航科,2024-01-18,2024-01-19,2024-03-13,TAKE_PROFIT_DYN,5,32,990612.85839516,168344.66396484012,16.99399140018902
8028,300700.SZ,岱勒新材,2020-12-11,2020-12-14,2021-01-04,TAKE_PROFIT_DYN,5,14,995694.25421466,168220.81263833994,16.894826090065347
29095,300598.SZ,诚迈科技,2022-08-25,2022-08-26,2022-10-26,TAKE_PROFIT_DYN,4,37,791045.668413,168182.77895100007,21.26081788531998
52993,000031.SZ,大悦城,2024-02-05,2024-02-06,2024-05-17,TAKE_PROFIT_DYN,5,62,999644.22594036,168169.68844236014,16.822954014881024
52811,002976.SZ,瑞玛工业,2024-01-31,2024-02-01,2024-03-19,TAKE_PROFIT_DYN,3,27,597652.2491939999,168082.26594984008,28.12375694670564
52271,600603.SH,广汇物流,2024-01-22,2024-01-23,2024-04-15,TAKE_PROFIT_DYN,5,51,998872.2542799,167967.37712106016,16.815701547556756
50367,300188.SZ,美亚柏科,2023-12-26,2023-12-27,2024-02-22,TAKE_PROFIT_DYN,3,34,599808.9637940399,167918.03990675998,27.99525349614799
9821,300023.SZ,,2021-02-01,2021-02-02,2021-03-23,TAKE_PROFIT_DYN,5,30,998019.1805383798,167836.49306531996,16.816960669511467
52375,603096.SH,新经典,2024-01-22,2024-01-23,2024-03-21,TAKE_PROFIT_DYN,3,36,598262.0166923399,167584.30141662026,28.011857136302464
53075,000532.SZ,华金资本,2024-02-06,2024-02-07,2024-04-29,TAKE_PROFIT_DYN,4,50,797672.0088136799,167461.0981401601,20.993728787000173
52094,300650.SZ,太龙照明,2024-01-22,2024-01-23,2024-03-21,TAKE_PROFIT_DYN,4,36,798586.15943106,167391.45920574013,20.960976749834423
51632,002350.SZ,北京科锐,2024-01-19,2024-01-22,2024-03-13,TAKE_PROFIT_DYN,5,31,999245.72435688,167354.32926168013,16.748065584107483
42103,688418.SH,震有科技,2023-07-12,2023-07-13,2023-09-06,TAKE_PROFIT_DYN,5,39,997050.96186696,167307.0430046399,16.78018971982741
50730,300115.SZ,长盈精密,2024-01-08,2024-01-09,2024-03-19,TAKE_PROFIT_DYN,4,44,798501.0523089599,167236.98854544014,20.943865767221556
52180,301362.SZ,民爆光电,2024-01-22,2024-01-23,2024-04-22,TAKE_PROFIT_DYN,5,56,991971.5685679798,167075.7954604202,16.842800817528722
51240,600326.SH,西藏天路,2024-01-17,2024-01-18,2024-03-20,TAKE_PROFIT_DYN,4,38,799264.0126270799,167025.05712684023,20.897357379803697
51015,301112.SZ,信邦智能,2024-01-16,2024-01-17,2024-02-26,TAKE_PROFIT_DYN,4,22,794241.69116292,166902.44571395998,21.014062541791688
29030,688788.SH,科思科技,2022-08-24,2022-08-25,2022-10-31,TAKE_PROFIT_DYN,5,41,990292.45511196,166839.96665556007,16.847544964552675
51835,001225.SZ,和泰机电,2024-01-22,2024-01-23,2024-02-28,TAKE_PROFIT_DYN,3,20,594252.9706113,166790.8112013,28.06730793953366
52951,003015.SZ,日久光电,2024-02-02,2024-02-05,2024-03-05,TAKE_PROFIT_DYN,2,15,398838.00692736,166745.24287344003,41.80776154159481
25772,600822.SH,上海物贸,2022-04-26,2022-04-27,2022-05-30,TAKE_PROFIT_DYN,2,20,399208.47322356,166701.3897771,41.757978840230145
51788,000533.SZ,顺钠股份,2024-01-22,2024-01-23,2024-03-25,TAKE_PROFIT_DYN,4,38,799706.5696619999,166690.31009400007,20.84393406502245
47775,300458.SZ,全志科技,2023-11-24,2023-11-27,2024-03-04,TAKE_PROFIT_DYN,5,63,996836.69217132,166612.91360868,16.714163404816293
7971,002943.SZ,宇晶股份,2020-12-11,2020-12-14,2021-01-20,TAKE_PROFIT_DYN,4,26,796090.0176028798,166552.70035284024,20.921340133663517
50013,300339.SZ,润和软件,2023-12-22,2023-12-25,2024-03-13,TAKE_PROFIT_DYN,5,50,993826.90382976,166478.2435562401,16.751231317516982
52123,300827.SZ,上能电气,2024-01-22,2024-01-23,2024-03-11,TAKE_PROFIT_DYN,4,28,795387.1329003599,166400.86926672002,20.92073939641735
42670,300776.SZ,帝尔激光,2023-07-27,2023-07-28,2023-09-06,TAKE_PROFIT_DYN,4,28,788777.8139241,166209.17394510005,21.071735412818484
52582,688226.SH,威腾电气,2024-01-23,2024-01-24,2024-03-18,TAKE_PROFIT_DYN,4,32,796187.1398481,165996.16565993987,20.848888075686496
51961,002755.SZ,奥赛康,2024-01-22,2024-01-23,2024-03-14,TAKE_PROFIT_DYN,4,31,798489.0371858398,165844.47891924018,20.76978783625324
3879,300163.SZ,先锋新材,2020-08-18,2020-08-19,2020-09-07,TAKE_PROFIT_DYN,2,13,399831.25710527995,165838.1502517201,41.47703495028481
51221,301510.SZ,固高科技,2024-01-17,2024-01-18,2024-02-26,TAKE_PROFIT_DYN,4,21,792430.41135258,165816.83083878004,20.925096824054418
25845,605151.SH,西上海,2022-04-26,2022-04-27,2022-08-12,TAKE_PROFIT_DYN,3,73,597264.76147338,165719.95294373995,27.74648089650038
22829,601038.SH,一拖股份,2022-03-08,2022-03-09,2022-05-26,TAKE_PROFIT_DYN,4,51,798523.08003468,165714.02845452016,20.752565905461765
26196,001203.SZ,大中矿业,2022-06-22,2022-06-23,2022-10-20,TAKE_PROFIT_DYN,5,79,998970.37778538,165549.32027118013,16.571994921229482
52823,300811.SZ,铂科新材,2024-01-31,2024-02-01,2024-03-04,TAKE_PROFIT_DYN,2,16,395567.8909182,165442.41796104005,41.82402610510469
22588,002616.SZ,长青集团,2022-03-08,2022-03-09,2022-05-11,TAKE_PROFIT_DYN,5,40,999476.0142166798,165358.97007804038,16.544566125244867
51509,600151.SH,航天机电,2024-01-18,2024-01-19,2024-03-18,TAKE_PROFIT_DYN,5,35,999556.11503748,165346.9292890802,16.542035689800194
52047,300317.SZ,珈伟新能,2024-01-22,2024-01-23,2024-03-11,TAKE_PROFIT_DYN,5,28,999795.4162396198,165339.2199432602,16.537305258422343
25077,300795.SZ,米奥兰特,2022-04-22,2022-04-25,2022-05-19,TAKE_PROFIT_DYN,3,15,598320.0897874199,165184.44782616,27.60803968405092
52755,688127.SH,蓝特光学,2024-01-30,2024-01-31,2024-03-13,TAKE_PROFIT_DYN,3,24,597865.51762938,165099.87764622015,27.614885417855195
52445,603757.SH,大元泵业,2024-01-22,2024-01-23,2024-04-22,TAKE_PROFIT_DYN,5,56,994487.73560136,165083.7048260403,16.59987337362339
51714,600375.SH,华菱星马,2024-01-19,2024-01-22,2024-03-21,TAKE_PROFIT_DYN,3,37,599539.6247841,164816.31987017998,27.490479871039707
35173,002190.SZ,成飞集成,2023-01-13,2023-01-16,2023-02-01,TAKE_PROFIT_DYN,2,7,399017.2325139,164684.62907838,41.27256059614998
50767,300820.SZ,英杰电气,2024-01-08,2024-01-09,2024-03-25,TAKE_PROFIT_DYN,2,48,393416.1826194599,164675.27027754008,41.85777747653703
51879,002292.SZ,奥飞娱乐,2024-01-22,2024-01-23,2024-03-20,TAKE_PROFIT_DYN,2,35,399130.37492328,164650.0520649599,41.25219788060696
36528,002493.SZ,荣盛石化,2023-03-09,2023-03-10,2023-03-29,TAKE_PROFIT_DYN,3,13,597449.9946214799,164642.73910920008,27.557576465208783
52724,301157.SZ,华塑科技,2024-01-30,2024-01-31,2024-03-14,TAKE_PROFIT_DYN,3,25,595668.75261894,164531.5157514601,27.621310506565028
51325,688578.SH,艾力斯,2024-01-17,2024-01-18,2024-03-13,TAKE_PROFIT_DYN,4,33,795370.1114759399,164440.37574558018,20.674698907208622
19101,300444.SZ,双杰电气,2021-12-20,2021-12-21,2022-03-22,TAKE_PROFIT_DYN,5,59,999029.4521407196,164356.81184448034,16.451648296483818
59835,688578.SH,艾力斯,2024-08-21,2024-08-22,2024-09-30,TAKE_PROFIT_DYN,4,25,787760.53349994,164094.97310514015,20.830565397340088
25712,301043.SZ,绿岛风,2022-04-26,2022-04-27,2022-05-13,TAKE_PROFIT_DYN,2,9,398141.1297864,163860.58069883997,41.15640621875716
24460,000803.SZ,北控聚能,2022-04-13,2022-04-14,2022-06-06,TAKE_PROFIT_DYN,4,33,797644.9747866599,163806.44010462007,20.536259273548627
49753,002519.SZ,银河电子,2023-12-20,2023-12-21,2024-04-23,TAKE_PROFIT_DYN,5,79,999134.58446802,163674.15074405994,16.38159195852546
46642,603992.SH,松霖科技,2023-10-18,2023-10-19,2023-11-21,TAKE_PROFIT_DYN,2,23,398672.7989844599,163671.1595501399,41.05400718761345
31433,605098.SH,行动教育,2022-09-26,2022-09-27,2022-11-11,TAKE_PROFIT_DYN,4,28,793414.6501881599,163183.75121448014,20.567272254902377
52182,301377.SZ,鼎泰高科,2024-01-22,2024-01-23,2024-04-10,TAKE_PROFIT_DYN,2,48,399091.3257731399,163116.8720181,40.87206648806554
52532,688698.SH,伟创电气,2024-01-22,2024-01-23,2024-02-26,TAKE_PROFIT_DYN,3,18,596102.2983115199,163049.81726088002,27.352657039357876
52899,002255.SZ,海陆重工,2024-02-01,2024-02-02,2024-04-26,TAKE_PROFIT_DYN,3,52,599437.49623758,162994.83847218007,27.191298424811748
52696,002381.SZ,双箭股份,2024-01-30,2024-01-31,2024-03-15,TAKE_PROFIT_DYN,4,26,798719.32704564,162744.2468744401,20.375649037617524
42732,688035.SH,德邦科技,2023-07-28,2023-07-31,2023-08-31,TAKE_PROFIT_DYN,4,23,788873.93490906,162699.06956094014,20.624216666468488
52027,300153.SZ,科泰电源,2024-01-22,2024-01-23,2024-05-28,TAKE_PROFIT_DYN,5,79,998690.02491258,162659.28230838012,16.28726414110509
50302,000670.SZ,盈方微,2023-12-26,2023-12-27,2024-03-05,TAKE_PROFIT_DYN,5,42,998640.96315984,162502.70646456,16.272385417715963
10486,688019.SH,安集科技,2021-03-09,2021-03-10,2021-05-27,TAKE_PROFIT_DYN,5,52,926576.2572066,162478.28290860006,17.53533847267274
50745,300547.SZ,川环科技,2024-01-08,2024-01-09,2024-03-14,TAKE_PROFIT_DYN,3,41,596995.4224634399,162406.25329896028,27.20393610872386
16726,603017.SH,中衡设计,2021-09-27,2021-09-28,2021-11-18,TAKE_PROFIT_DYN,4,32,798728.3383879798,162359.89868466032,20.32729914307792
51676,300598.SZ,诚迈科技,2024-01-19,2024-01-22,2024-03-05,TAKE_PROFIT_DYN,3,25,596801.1779729999,162241.13111580012,27.185122466889656
51653,002849.SZ,威星智能,2024-01-19,2024-01-22,2024-03-14,TAKE_PROFIT_DYN,4,32,797945.35286466,162221.50630818005,20.32990175652975
42861,603778.SH,乾景园林,2023-08-02,2023-08-03,2023-08-14,TAKE_PROFIT_DYN,2,7,399222.4908672,162194.54323968012,40.6276066479515
24846,002775.SZ,文科园林,2022-04-21,2022-04-22,2022-05-19,TAKE_PROFIT_DYN,3,16,599841.0041223599,162185.87868516007,27.03814470343815
50546,603998.SH,方盛制药,2023-12-27,2023-12-28,2024-03-04,TAKE_PROFIT_DYN,5,40,998017.1780178598,161901.65019402024,16.222331013938014
