date,eligible,n_signal,n_amount_pos,signal_ratio
2009-09-15,5,0,5,0.0
2009-09-16,5,0,5,0.0
2009-09-17,5,0,5,0.0
2009-09-18,5,0,5,0.0
2009-09-21,5,0,5,0.0
2009-09-22,5,0,5,0.0
2009-09-23,5,0,5,0.0
2009-09-24,5,0,5,0.0
2009-09-25,5,0,5,0.0
2009-09-28,5,0,5,0.0
2009-09-29,5,0,5,0.0
2009-09-30,5,0,5,0.0
2009-10-09,5,0,5,0.0
2009-10-12,5,0,5,0.0
2009-10-13,5,0,5,0.0
2009-10-14,5,0,5,0.0
2009-10-15,5,0,5,0.0
2009-10-16,5,0,5,0.0
2009-10-19,5,0,5,0.0
2009-10-20,5,0,5,0.0
2009-10-21,5,0,5,0.0
2009-10-22,5,0,5,0.0
2009-10-23,5,0,5,0.0
2009-10-26,5,0,5,0.0
2009-10-27,5,0,5,0.0
2009-10-28,5,0,5,0.0
2009-10-29,5,0,5,0.0
2009-10-30,5,0,5,0.0
2009-11-02,5,0,5,0.0
2009-11-03,5,0,5,0.0
2009-11-04,5,0,5,0.0
2009-11-05,5,0,5,0.0
2009-11-06,5,0,5,0.0
2009-11-09,5,0,5,0.0
2009-11-10,5,0,5,0.0
2009-11-11,5,0,5,0.0
2009-11-12,5,0,5,0.0
2009-11-13,5,0,5,0.0
2009-11-16,5,0,5,0.0
2009-11-17,5,0,5,0.0
2009-11-18,5,0,5,0.0
2009-11-19,5,0,5,0.0
2009-11-20,5,0,5,0.0
2009-11-23,5,0,5,0.0
2009-11-24,5,0,5,0.0
2009-11-25,5,0,5,0.0
2009-11-26,5,0,5,0.0
2009-11-27,5,1,5,0.2
2009-11-30,5,0,5,0.0
2009-12-01,5,0,5,0.0
2009-12-02,5,0,5,0.0
2009-12-03,5,0,5,0.0
2009-12-04,5,0,5,0.0
2009-12-07,5,0,5,0.0
2009-12-08,5,0,5,0.0
2009-12-09,5,0,5,0.0
2009-12-10,5,0,5,0.0
2009-12-11,5,0,5,0.0
2009-12-14,5,0,5,0.0
2009-12-15,5,0,5,0.0
2009-12-16,5,0,5,0.0
2009-12-17,5,0,5,0.0
2009-12-18,5,2,5,0.4
2009-12-21,5,0,5,0.0
2009-12-22,5,4,5,0.8
2009-12-23,5,0,5,0.0
2009-12-24,5,0,5,0.0
2009-12-25,5,0,5,0.0
2009-12-28,5,0,5,0.0
2009-12-29,5,0,5,0.0
2009-12-30,5,0,5,0.0
2009-12-31,5,0,5,0.0
2010-01-04,5,0,5,0.0
2010-01-05,5,0,5,0.0
2010-01-06,5,0,5,0.0
2010-01-07,5,0,5,0.0
2010-01-08,5,0,5,0.0
2010-01-11,5,0,5,0.0
2010-01-12,5,0,5,0.0
2010-01-13,5,0,5,0.0
2010-01-14,5,0,5,0.0
2010-01-15,5,0,5,0.0
2010-01-18,5,0,5,0.0
2010-01-19,6,0,6,0.0
2010-01-20,6,0,6,0.0
2010-01-21,6,0,6,0.0
2010-01-22,6,1,6,0.16666666666666666
2010-01-25,6,3,6,0.5
2010-01-26,6,5,6,0.8333333333333334
2010-01-27,6,6,6,1.0
2010-01-28,6,3,6,0.5
2010-01-29,6,0,6,0.0
2010-02-01,6,1,6,0.16666666666666666
2010-02-02,6,0,6,0.0
2010-02-03,6,0,6,0.0
2010-02-04,6,0,6,0.0
2010-02-05,6,0,6,0.0
2010-02-08,6,0,6,0.0
2010-02-09,6,0,6,0.0
2010-02-10,6,0,6,0.0
2010-02-11,6,0,6,0.0
2010-02-12,6,0,6,0.0
2010-02-22,6,0,6,0.0
2010-02-23,6,0,6,0.0
2010-02-24,6,0,6,0.0
2010-02-25,6,0,6,0.0
2010-02-26,6,0,6,0.0
2010-03-01,6,0,6,0.0
2010-03-02,6,0,6,0.0
2010-03-03,6,0,6,0.0
2010-03-04,6,0,6,0.0
2010-03-05,6,0,6,0.0
2010-03-08,6,0,6,0.0
2010-03-09,6,0,6,0.0
2010-03-10,6,0,6,0.0
2010-03-11,6,0,6,0.0
2010-03-12,6,0,6,0.0
2010-03-15,6,0,6,0.0
2010-03-16,7,0,7,0.0
2010-03-17,7,0,7,0.0
2010-03-18,7,0,7,0.0
2010-03-19,7,0,7,0.0
2010-03-22,7,0,7,0.0
2010-03-23,7,0,7,0.0
2010-03-24,7,0,7,0.0
2010-03-25,7,0,7,0.0
2010-03-26,7,0,7,0.0
2010-03-29,7,0,7,0.0
2010-03-30,7,0,7,0.0
2010-03-31,7,0,7,0.0
2010-04-01,7,0,7,0.0
2010-04-02,7,0,7,0.0
2010-04-06,7,0,7,0.0
2010-04-07,7,0,7,0.0
2010-04-08,7,0,7,0.0
2010-04-09,7,0,7,0.0
2010-04-12,7,0,7,0.0
2010-04-13,7,0,7,0.0
2010-04-14,7,0,7,0.0
2010-04-15,7,0,7,0.0
2010-04-16,7,0,7,0.0
2010-04-19,7,6,7,0.8571428571428571
2010-04-20,7,6,7,0.8571428571428571
2010-04-21,7,0,7,0.0
2010-04-22,7,2,7,0.2857142857142857
2010-04-23,7,2,7,0.2857142857142857
2010-04-26,7,0,7,0.0
2010-04-27,7,5,7,0.7142857142857143
2010-04-28,7,0,7,0.0
2010-04-29,7,1,7,0.14285714285714285
2010-04-30,7,1,7,0.14285714285714285
2010-05-04,7,1,7,0.14285714285714285
2010-05-05,8,0,8,0.0
2010-05-06,8,3,8,0.375
2010-05-07,8,4,8,0.5
2010-05-10,8,1,8,0.125
2010-05-11,8,1,8,0.125
2010-05-12,8,1,8,0.125
2010-05-13,8,0,8,0.0
2010-05-14,8,0,8,0.0
2010-05-17,8,0,8,0.0
2010-05-18,8,0,8,0.0
2010-05-19,8,0,8,0.0
2010-05-20,8,0,8,0.0
2010-05-21,8,0,8,0.0
2010-05-24,8,0,8,0.0
2010-05-25,8,0,8,0.0
2010-05-26,8,0,8,0.0
2010-05-27,8,0,8,0.0
2010-05-28,8,0,8,0.0
2010-05-31,8,0,8,0.0
2010-06-01,8,0,8,0.0
2010-06-02,8,0,8,0.0
2010-06-03,8,0,8,0.0
2010-06-04,8,0,8,0.0
2010-06-07,8,2,8,0.25
2010-06-08,8,0,8,0.0
2010-06-09,8,0,8,0.0
2010-06-10,8,0,8,0.0
2010-06-11,8,0,8,0.0
2010-06-17,9,0,9,0.0
2010-06-18,9,0,9,0.0
2010-06-21,9,0,9,0.0
2010-06-22,9,0,9,0.0
2010-06-23,9,0,9,0.0
2010-06-24,9,0,9,0.0
2010-06-25,9,0,9,0.0
2010-06-28,9,0,9,0.0
2010-06-29,9,8,9,0.8888888888888888
2010-06-30,9,9,9,1.0
2010-07-01,9,9,9,1.0
2010-07-02,9,6,9,0.6666666666666666
2010-07-05,9,0,9,0.0
2010-07-06,9,0,9,0.0
2010-07-07,9,0,9,0.0
2010-07-08,9,0,9,0.0
2010-07-09,9,0,9,0.0
2010-07-12,9,0,9,0.0
2010-07-13,9,0,9,0.0
2010-07-14,9,0,9,0.0
2010-07-15,9,0,9,0.0
2010-07-16,9,0,9,0.0
2010-07-19,9,0,9,0.0
2010-07-20,9,0,9,0.0
2010-07-21,9,0,9,0.0
2010-07-22,9,0,9,0.0
2010-07-23,9,0,9,0.0
2010-07-26,9,0,9,0.0
2010-07-27,9,0,9,0.0
2010-07-28,9,0,9,0.0
2010-07-29,9,0,9,0.0
2010-07-30,9,0,9,0.0
2010-08-02,9,0,9,0.0
2010-08-03,9,0,9,0.0
2010-08-04,9,0,9,0.0
2010-08-05,9,0,9,0.0
2010-08-06,9,0,9,0.0
2010-08-09,9,0,9,0.0
2010-08-10,9,0,9,0.0
2010-08-11,9,0,9,0.0
2010-08-12,9,0,9,0.0
2010-08-13,9,0,9,0.0
2010-08-16,9,0,9,0.0
2010-08-17,9,0,9,0.0
2010-08-18,9,0,9,0.0
2010-08-19,9,0,9,0.0
2010-08-20,9,0,9,0.0
2010-08-23,9,0,9,0.0
2010-08-24,10,0,10,0.0
2010-08-25,10,1,10,0.1
2010-08-26,10,0,10,0.0
2010-08-27,10,0,10,0.0
2010-08-30,10,0,10,0.0
2010-08-31,10,0,10,0.0
2010-09-01,10,0,10,0.0
2010-09-02,10,0,10,0.0
2010-09-03,10,0,10,0.0
2010-09-06,10,0,10,0.0
2010-09-07,10,0,10,0.0
2010-09-08,10,0,10,0.0
2010-09-09,10,0,10,0.0
2010-09-10,10,0,10,0.0
2010-09-13,10,0,10,0.0
2010-09-14,11,0,11,0.0
2010-09-15,11,0,11,0.0
2010-09-16,11,6,11,0.5454545454545454
2010-09-17,11,5,11,0.45454545454545453
2010-09-20,11,1,11,0.09090909090909091
2010-09-21,11,0,11,0.0
2010-09-27,11,0,11,0.0
2010-09-28,11,0,11,0.0
2010-09-29,11,0,11,0.0
2010-09-30,11,0,11,0.0
2010-10-08,11,0,11,0.0
2010-10-11,11,0,11,0.0
2010-10-12,11,0,11,0.0
2010-10-13,11,0,11,0.0
2010-10-14,11,0,11,0.0
2010-10-15,11,0,11,0.0
2010-10-18,11,0,11,0.0
2010-10-19,11,0,11,0.0
2010-10-20,11,0,11,0.0
2010-10-21,11,0,11,0.0
2010-10-22,11,0,11,0.0
2010-10-25,11,0,11,0.0
2010-10-26,11,0,11,0.0
2010-10-27,11,0,11,0.0
2010-10-28,11,0,11,0.0
2010-10-29,11,0,11,0.0
2010-11-01,11,0,11,0.0
2010-11-02,11,0,11,0.0
2010-11-03,11,0,11,0.0
2010-11-04,11,0,11,0.0
2010-11-05,11,0,11,0.0
2010-11-08,11,0,11,0.0
2010-11-09,11,0,11,0.0
2010-11-10,12,0,12,0.0
2010-11-11,12,0,12,0.0
2010-11-12,12,9,12,0.75
2010-11-15,12,6,12,0.5
2010-11-16,12,10,12,0.8333333333333334
2010-11-17,12,11,12,0.9166666666666666
2010-11-18,12,0,12,0.0
2010-11-19,11,0,11,0.0
2010-11-22,12,1,12,0.08333333333333333
2010-11-23,12,1,12,0.08333333333333333
2010-11-24,12,1,12,0.08333333333333333
2010-11-25,12,0,12,0.0
2010-11-26,12,0,12,0.0
2010-11-29,12,0,12,0.0
2010-11-30,12,0,12,0.0
2010-12-01,12,0,12,0.0
2010-12-02,12,0,12,0.0
2010-12-03,12,0,12,0.0
2010-12-06,12,0,12,0.0
2010-12-07,12,0,12,0.0
2010-12-08,12,0,12,0.0
2010-12-09,12,0,12,0.0
2010-12-10,12,0,12,0.0
2010-12-13,12,0,12,0.0
2010-12-14,12,0,12,0.0
2010-12-15,12,0,12,0.0
2010-12-16,12,0,12,0.0
2010-12-17,12,0,12,0.0
2010-12-20,12,0,12,0.0
2010-12-21,12,0,12,0.0
2010-12-22,12,0,12,0.0
2010-12-23,12,0,12,0.0
2010-12-24,12,0,12,0.0
2010-12-27,12,1,12,0.08333333333333333
2010-12-28,12,9,12,0.75
2010-12-29,12,4,12,0.3333333333333333
2010-12-30,12,1,12,0.08333333333333333
2010-12-31,12,0,12,0.0
2011-01-04,12,0,12,0.0
2011-01-05,12,0,12,0.0
2011-01-06,12,0,12,0.0
2011-01-07,12,0,12,0.0
2011-01-10,12,0,12,0.0
2011-01-11,12,0,12,0.0
2011-01-12,12,0,12,0.0
2011-01-13,12,0,12,0.0
2011-01-14,12,0,12,0.0
2011-01-17,12,10,12,0.8333333333333334
2011-01-18,12,5,12,0.4166666666666667
2011-01-19,12,0,12,0.0
2011-01-20,12,7,12,0.5833333333333334
2011-01-21,13,0,13,0.0
2011-01-24,14,1,14,0.07142857142857142
2011-01-25,14,0,14,0.0
2011-01-26,14,0,14,0.0
2011-01-27,14,0,14,0.0
2011-01-28,14,0,14,0.0
2011-01-31,14,0,14,0.0
2011-02-01,14,0,14,0.0
2011-02-09,14,0,14,0.0
2011-02-10,14,0,14,0.0
2011-02-11,14,0,14,0.0
2011-02-14,15,0,15,0.0
2011-02-15,15,0,15,0.0
2011-02-16,15,0,15,0.0
2011-02-17,15,0,15,0.0
2011-02-18,15,0,15,0.0
2011-02-21,15,0,15,0.0
2011-02-22,15,0,15,0.0
2011-02-23,15,0,15,0.0
2011-02-24,15,0,15,0.0
2011-02-25,15,0,15,0.0
2011-02-28,15,0,15,0.0
2011-03-01,15,0,15,0.0
2011-03-02,15,0,15,0.0
2011-03-03,15,0,15,0.0
2011-03-04,15,0,15,0.0
2011-03-07,15,0,15,0.0
2011-03-08,15,0,15,0.0
2011-03-09,15,0,15,0.0
2011-03-10,15,0,15,0.0
2011-03-11,15,0,15,0.0
2011-03-14,15,0,15,0.0
2011-03-15,15,0,15,0.0
2011-03-16,15,0,15,0.0
2011-03-17,15,0,15,0.0
2011-03-18,15,0,15,0.0
2011-03-21,15,0,15,0.0
2011-03-22,15,0,15,0.0
2011-03-23,15,0,15,0.0
2011-03-24,15,0,15,0.0
2011-03-25,15,0,15,0.0
2011-03-28,15,0,15,0.0
2011-03-29,15,1,15,0.06666666666666667
2011-03-30,15,1,15,0.06666666666666667
2011-03-31,15,1,15,0.06666666666666667
2011-04-01,15,0,15,0.0
2011-04-06,15,0,15,0.0
2011-04-07,15,0,15,0.0
2011-04-08,15,0,15,0.0
2011-04-11,15,0,15,0.0
2011-04-12,16,0,16,0.0
2011-04-13,17,0,17,0.0
2011-04-14,17,0,17,0.0
2011-04-15,17,0,17,0.0
2011-04-18,17,0,17,0.0
2011-04-19,17,0,17,0.0
2011-04-20,17,0,17,0.0
2011-04-21,17,0,17,0.0
2011-04-22,17,0,17,0.0
2011-04-25,17,0,17,0.0
2011-04-26,17,4,17,0.23529411764705882
2011-04-27,17,5,17,0.29411764705882354
2011-04-28,17,7,17,0.4117647058823529
2011-04-29,17,1,17,0.058823529411764705
2011-05-03,17,0,17,0.0
2011-05-04,17,14,17,0.8235294117647058
2011-05-05,17,6,17,0.35294117647058826
2011-05-06,17,3,17,0.17647058823529413
2011-05-09,17,0,17,0.0
2011-05-10,17,0,17,0.0
2011-05-11,17,0,17,0.0
2011-05-12,17,0,17,0.0
2011-05-13,17,0,17,0.0
2011-05-16,17,0,17,0.0
2011-05-17,17,0,17,0.0
2011-05-18,17,0,17,0.0
2011-05-19,17,0,17,0.0
2011-05-20,18,0,18,0.0
2011-05-23,18,13,18,0.7222222222222222
2011-05-24,19,12,19,0.631578947368421
2011-05-25,19,15,19,0.7894736842105263
2011-05-26,19,8,19,0.42105263157894735
2011-05-27,19,7,19,0.3684210526315789
2011-05-30,19,6,19,0.3157894736842105
2011-05-31,19,0,19,0.0
2011-06-01,19,0,19,0.0
2011-06-02,19,0,19,0.0
2011-06-03,19,0,19,0.0
2011-06-07,19,0,19,0.0
2011-06-08,19,0,19,0.0
2011-06-09,19,0,19,0.0
2011-06-10,19,0,19,0.0
2011-06-13,19,0,19,0.0
2011-06-14,19,0,19,0.0
2011-06-15,19,0,19,0.0
2011-06-16,19,0,19,0.0
2011-06-17,19,0,19,0.0
2011-06-20,19,17,19,0.8947368421052632
2011-06-21,19,0,19,0.0
2011-06-22,20,0,20,0.0
2011-06-23,21,0,21,0.0
2011-06-24,21,0,21,0.0
2011-06-27,21,0,21,0.0
2011-06-28,21,0,21,0.0
2011-06-29,21,0,21,0.0
2011-06-30,21,0,21,0.0
2011-07-01,21,0,21,0.0
2011-07-04,21,0,21,0.0
2011-07-05,21,0,21,0.0
2011-07-06,21,0,21,0.0
2011-07-07,21,0,21,0.0
2011-07-08,21,0,21,0.0
2011-07-11,21,0,21,0.0
2011-07-12,21,0,21,0.0
2011-07-13,21,0,21,0.0
2011-07-14,21,0,21,0.0
2011-07-15,21,0,21,0.0
2011-07-18,21,0,21,0.0
2011-07-19,21,0,21,0.0
2011-07-20,21,0,21,0.0
2011-07-21,21,2,21,0.09523809523809523
2011-07-22,21,0,21,0.0
2011-07-25,21,14,21,0.6666666666666666
2011-07-26,21,11,21,0.5238095238095238
2011-07-27,21,1,21,0.047619047619047616
2011-07-28,21,2,21,0.09523809523809523
2011-07-29,21,0,21,0.0
2011-08-01,21,0,21,0.0
2011-08-02,21,0,21,0.0
2011-08-03,21,0,21,0.0
2011-08-04,21,0,21,0.0
2011-08-05,21,2,21,0.09523809523809523
2011-08-08,21,21,21,1.0
2011-08-09,21,16,21,0.7619047619047619
2011-08-10,21,0,21,0.0
2011-08-11,21,0,21,0.0
2011-08-12,21,0,21,0.0
2011-08-15,22,0,22,0.0
2011-08-16,22,0,22,0.0
2011-08-17,22,0,22,0.0
2011-08-18,22,0,22,0.0
2011-08-19,22,0,22,0.0
2011-08-22,22,0,22,0.0
2011-08-23,22,0,22,0.0
2011-08-24,22,0,22,0.0
2011-08-25,22,0,22,0.0
2011-08-26,22,0,22,0.0
2011-08-29,22,0,22,0.0
2011-08-30,24,0,24,0.0
2011-08-31,24,0,24,0.0
2011-09-01,24,0,24,0.0
2011-09-02,24,0,24,0.0
2011-09-05,24,11,24,0.4583333333333333
2011-09-06,24,15,24,0.625
2011-09-07,24,0,24,0.0
2011-09-08,24,0,24,0.0
2011-09-09,24,0,24,0.0
2011-09-13,24,2,24,0.08333333333333333
2011-09-14,24,0,24,0.0
2011-09-15,24,0,24,0.0
2011-09-16,24,0,24,0.0
2011-09-19,24,0,24,0.0
2011-09-20,24,0,24,0.0
2011-09-21,24,0,24,0.0
2011-09-22,24,0,24,0.0
2011-09-23,24,1,24,0.041666666666666664
2011-09-26,24,13,24,0.5416666666666666
2011-09-27,24,1,24,0.041666666666666664
2011-09-28,24,3,24,0.125
2011-09-29,24,5,24,0.20833333333333334
2011-09-30,24,5,24,0.20833333333333334
2011-10-10,24,11,24,0.4583333333333333
2011-10-11,24,4,24,0.16666666666666666
2011-10-12,24,0,24,0.0
2011-10-13,24,0,24,0.0
2011-10-14,24,0,24,0.0
2011-10-17,24,0,24,0.0
2011-10-18,24,0,24,0.0
2011-10-19,24,0,24,0.0
2011-10-20,24,8,24,0.3333333333333333
2011-10-21,24,8,24,0.3333333333333333
2011-10-24,24,0,24,0.0
2011-10-25,24,0,24,0.0
2011-10-26,24,0,24,0.0
2011-10-27,24,0,24,0.0
2011-10-28,24,0,24,0.0
2011-10-31,24,0,24,0.0
2011-11-01,24,0,24,0.0
2011-11-02,24,0,24,0.0
2011-11-03,24,0,24,0.0
2011-11-04,24,0,24,0.0
2011-11-07,24,0,24,0.0
2011-11-08,24,0,24,0.0
2011-11-09,25,0,25,0.0
2011-11-10,25,0,25,0.0
2011-11-11,25,0,25,0.0
2011-11-14,25,0,25,0.0
2011-11-15,25,0,25,0.0
2011-11-16,25,0,25,0.0
2011-11-17,26,0,26,0.0
2011-11-18,26,4,26,0.15384615384615385
2011-11-21,26,2,26,0.07692307692307693
2011-11-22,26,2,26,0.07692307692307693
2011-11-23,26,6,26,0.23076923076923078
2011-11-24,26,2,26,0.07692307692307693
2011-11-25,26,0,26,0.0
2011-11-28,26,0,26,0.0
2011-11-29,26,0,26,0.0
2011-11-30,26,2,26,0.07692307692307693
2011-12-01,27,0,27,0.0
2011-12-02,27,0,27,0.0
2011-12-05,27,6,27,0.2222222222222222
2011-12-06,27,2,27,0.07407407407407407
2011-12-07,27,0,27,0.0
2011-12-08,27,1,27,0.037037037037037035
2011-12-09,27,1,27,0.037037037037037035
2011-12-12,27,2,27,0.07407407407407407
2011-12-13,27,17,27,0.6296296296296297
2011-12-14,27,23,27,0.8518518518518519
2011-12-15,27,26,27,0.9629629629629629
2011-12-16,27,0,27,0.0
2011-12-19,27,0,27,0.0
2011-12-20,27,0,27,0.0
2011-12-21,26,0,26,0.0
2011-12-22,27,0,27,0.0
2011-12-23,27,0,27,0.0
2011-12-26,26,0,26,0.0
2011-12-27,28,0,28,0.0
2011-12-28,28,0,28,0.0
2011-12-29,28,0,28,0.0
2011-12-30,28,0,28,0.0
2012-01-04,28,0,28,0.0
2012-01-05,28,1,28,0.03571428571428571
2012-01-06,28,0,28,0.0
2012-01-09,29,0,29,0.0
2012-01-10,29,0,29,0.0
2012-01-11,30,0,30,0.0
2012-01-12,30,0,30,0.0
2012-01-13,30,0,30,0.0
2012-01-16,30,0,30,0.0
2012-01-17,31,0,31,0.0
2012-01-18,32,0,32,0.0
2012-01-19,32,0,32,0.0
2012-01-20,32,0,32,0.0
2012-01-30,32,0,32,0.0
2012-01-31,30,0,30,0.0
2012-02-01,32,0,32,0.0
2012-02-02,32,0,32,0.0
2012-02-03,32,0,32,0.0
2012-02-06,32,0,32,0.0
2012-02-07,32,0,32,0.0
2012-02-08,33,0,33,0.0
2012-02-09,33,0,33,0.0
2012-02-10,33,0,33,0.0
2012-02-13,33,0,33,0.0
2012-02-14,33,0,33,0.0
2012-02-15,33,0,33,0.0
2012-02-16,33,0,33,0.0
2012-02-17,33,0,33,0.0
2012-02-20,33,0,33,0.0
2012-02-21,33,0,33,0.0
2012-02-22,33,0,33,0.0
2012-02-23,33,0,33,0.0
2012-02-24,34,0,34,0.0
2012-02-27,34,0,34,0.0
2012-02-28,34,0,34,0.0
2012-02-29,34,0,34,0.0
2012-03-01,34,0,34,0.0
2012-03-02,34,0,34,0.0
2012-03-05,34,0,34,0.0
2012-03-06,34,0,34,0.0
2012-03-07,34,0,34,0.0
2012-03-08,34,0,34,0.0
2012-03-09,34,0,34,0.0
2012-03-12,35,0,35,0.0
2012-03-13,35,0,35,0.0
2012-03-14,35,1,35,0.02857142857142857
2012-03-15,35,0,35,0.0
2012-03-16,35,0,35,0.0
2012-03-19,35,0,35,0.0
2012-03-20,35,3,35,0.08571428571428572
2012-03-21,34,3,34,0.08823529411764706
2012-03-22,35,0,35,0.0
2012-03-23,35,8,35,0.22857142857142856
2012-03-26,35,6,35,0.17142857142857143
2012-03-27,34,0,34,0.0
2012-03-28,35,31,35,0.8857142857142857
2012-03-29,35,34,35,0.9714285714285714
2012-03-30,35,20,35,0.5714285714285714
2012-04-05,35,0,35,0.0
2012-04-06,35,0,35,0.0
2012-04-09,35,0,35,0.0
2012-04-10,35,0,35,0.0
2012-04-11,35,0,35,0.0
2012-04-12,35,0,35,0.0
2012-04-13,35,0,35,0.0
2012-04-16,35,0,35,0.0
2012-04-17,34,0,34,0.0
2012-04-18,35,0,35,0.0
2012-04-19,35,0,35,0.0
2012-04-20,35,0,35,0.0
2012-04-23,35,0,35,0.0
2012-04-24,35,0,35,0.0
2012-04-25,35,0,35,0.0
2012-04-26,35,0,35,0.0
2012-04-27,35,0,35,0.0
2012-05-02,35,0,35,0.0
2012-05-03,35,0,35,0.0
2012-05-04,35,0,35,0.0
2012-05-07,35,0,35,0.0
2012-05-08,35,0,35,0.0
2012-05-09,34,0,34,0.0
2012-05-10,33,0,33,0.0
2012-05-11,35,0,35,0.0
2012-05-14,35,0,35,0.0
2012-05-15,35,0,35,0.0
2012-05-16,35,0,35,0.0
2012-05-17,35,0,35,0.0
2012-05-18,35,2,35,0.05714285714285714
2012-05-21,35,0,35,0.0
2012-05-22,35,0,35,0.0
2012-05-23,34,1,34,0.029411764705882353
2012-05-24,35,0,35,0.0
2012-05-25,33,0,33,0.0
2012-05-28,35,0,35,0.0
2012-05-29,35,0,35,0.0
2012-05-30,34,0,34,0.0
2012-05-31,35,0,35,0.0
2012-06-01,35,0,35,0.0
2012-06-04,35,2,35,0.05714285714285714
2012-06-05,34,3,34,0.08823529411764706
2012-06-06,35,2,35,0.05714285714285714
2012-06-07,35,2,35,0.05714285714285714
2012-06-08,35,7,35,0.2
2012-06-11,34,0,34,0.0
2012-06-12,33,0,33,0.0
2012-06-13,35,0,35,0.0
2012-06-14,35,0,35,0.0
2012-06-15,35,0,35,0.0
2012-06-18,34,0,34,0.0
2012-06-19,34,0,34,0.0
2012-06-20,34,0,34,0.0
2012-06-21,35,0,35,0.0
2012-06-25,35,20,35,0.5714285714285714
2012-06-26,34,9,34,0.2647058823529412
2012-06-27,35,3,35,0.08571428571428572
2012-06-28,35,8,35,0.22857142857142856
2012-06-29,35,0,35,0.0
2012-07-02,35,0,35,0.0
2012-07-03,34,0,34,0.0
2012-07-04,35,0,35,0.0
2012-07-05,35,1,35,0.02857142857142857
2012-07-06,35,0,35,0.0
2012-07-09,34,3,34,0.08823529411764706
2012-07-10,35,1,35,0.02857142857142857
2012-07-11,35,0,35,0.0
2012-07-12,35,0,35,0.0
2012-07-13,35,0,35,0.0
2012-07-16,35,3,35,0.08571428571428572
2012-07-17,35,2,35,0.05714285714285714
2012-07-18,35,4,35,0.11428571428571428
2012-07-19,34,0,34,0.0
2012-07-20,34,1,34,0.029411764705882353
2012-07-23,33,14,33,0.42424242424242425
2012-07-24,34,2,34,0.058823529411764705
2012-07-25,34,4,34,0.11764705882352941
2012-07-26,35,4,35,0.11428571428571428
2012-07-27,35,0,35,0.0
2012-07-30,34,3,34,0.08823529411764706
2012-07-31,35,8,35,0.22857142857142856
2012-08-01,35,0,35,0.0
2012-08-02,35,0,35,0.0
2012-08-03,36,1,36,0.027777777777777776
2012-08-06,35,0,35,0.0
2012-08-07,35,0,35,0.0
2012-08-08,35,0,35,0.0
2012-08-09,36,0,36,0.0
2012-08-10,35,0,35,0.0
2012-08-13,36,0,36,0.0
2012-08-14,36,0,36,0.0
2012-08-15,36,4,36,0.1111111111111111
2012-08-16,35,2,35,0.05714285714285714
2012-08-17,35,5,35,0.14285714285714285
2012-08-20,37,7,37,0.1891891891891892
2012-08-21,37,1,37,0.02702702702702703
2012-08-22,36,6,36,0.16666666666666666
2012-08-23,37,0,37,0.0
2012-08-24,37,4,37,0.10810810810810811
2012-08-27,37,26,37,0.7027027027027027
2012-08-28,36,6,36,0.16666666666666666
2012-08-29,37,16,37,0.43243243243243246
2012-08-30,36,12,36,0.3333333333333333
2012-08-31,35,1,35,0.02857142857142857
2012-09-03,35,0,35,0.0
2012-09-04,36,0,36,0.0
2012-09-05,35,0,35,0.0
2012-09-06,37,0,37,0.0
2012-09-07,37,0,37,0.0
2012-09-10,36,0,36,0.0
2012-09-11,36,0,36,0.0
2012-09-12,37,0,37,0.0
2012-09-13,37,0,37,0.0
2012-09-14,37,0,37,0.0
2012-09-17,36,0,36,0.0
2012-09-18,36,0,36,0.0
2012-09-19,37,0,37,0.0
2012-09-20,37,0,37,0.0
2012-09-21,37,1,37,0.02702702702702703
2012-09-24,35,0,35,0.0
2012-09-25,36,0,36,0.0
2012-09-26,36,1,36,0.027777777777777776
2012-09-27,36,0,36,0.0
2012-09-28,38,0,38,0.0
2012-10-08,38,0,38,0.0
2012-10-09,38,0,38,0.0
2012-10-10,38,0,38,0.0
2012-10-11,35,0,35,0.0
2012-10-12,38,0,38,0.0
2012-10-15,37,0,37,0.0
2012-10-16,36,0,36,0.0
2012-10-17,38,0,38,0.0
2012-10-18,38,0,38,0.0
2012-10-19,38,0,38,0.0
2012-10-22,37,0,37,0.0
2012-10-23,37,0,37,0.0
2012-10-24,36,0,36,0.0
2012-10-25,38,0,38,0.0
2012-10-26,38,1,38,0.02631578947368421
2012-10-29,37,1,37,0.02702702702702703
2012-10-30,37,0,37,0.0
2012-10-31,37,0,37,0.0
2012-11-01,38,0,38,0.0
2012-11-02,38,0,38,0.0
2012-11-05,37,0,37,0.0
2012-11-06,36,0,36,0.0
2012-11-07,36,0,36,0.0
2012-11-08,38,3,38,0.07894736842105263
2012-11-09,38,5,38,0.13157894736842105
2012-11-12,35,0,35,0.0
2012-11-13,38,8,38,0.21052631578947367
2012-11-14,38,1,38,0.02631578947368421
2012-11-15,36,6,36,0.16666666666666666
2012-11-16,36,14,36,0.3888888888888889
2012-11-19,37,5,37,0.13513513513513514
2012-11-20,36,3,36,0.08333333333333333
2012-11-21,37,0,37,0.0
2012-11-22,36,0,36,0.0
2012-11-23,36,0,36,0.0
2012-11-26,37,0,37,0.0
2012-11-27,37,7,37,0.1891891891891892
2012-11-28,36,11,36,0.3055555555555556
2012-11-29,37,7,37,0.1891891891891892
2012-11-30,37,0,37,0.0
2012-12-03,36,4,36,0.1111111111111111
